,0,1,2,3,4
123,245.0,227.0,732.0,,154.0
124,247.0,3814.0,735.0,,155.0
125,250.0,232.0,736.0,,4243.0
126,254.0,234.0,742.0,,157.0
127,255.0,3818.0,743.0,,2205.0
128,256.0,238.0,744.0,,2206.0
129,258.0,239.0,747.0,,2207.0
130,259.0,1775.0,748.0,,161.0
131,263.0,3825.0,749.0,,4251.0
132,264.0,243.0,750.0,,2211.0
133,267.0,248.0,757.0,,4252.0
134,269.0,249.0,758.0,,4253.0
135,4367.0,1273.0,759.0,,4258.0
136,273.0,251.0,760.0,,2215.0
137,274.0,253.0,762.0,,2216.0
138,275.0,1280.0,764.0,,4261.0
139,277.0,3843.0,765.0,,4262.0
140,280.0,260.0,767.0,,2219.0
141,281.0,261.0,768.0,,2220.0
142,282.0,4358.0,770.0,,2221.0
143,283.0,265.0,774.0,,174.0
144,284.0,266.0,776.0,,2223.0
145,288.0,4363.0,777.0,,4263.0
146,290.0,268.0,778.0,,4265.0
147,291.0,4365.0,780.0,,2226.0
148,292.0,270.0,785.0,,4266.0
149,293.0,271.0,786.0,,2228.0
150,294.0,272.0,787.0,,4269.0
151,296.0,276.0,789.0,,4271.0
152,299.0,3860.0,790.0,,4272.0
153,301.0,278.0,791.0,,2232.0
154,302.0,279.0,797.0,,4273.0
155,303.0,1816.0,800.0,,4276.0
156,306.0,4373.0,801.0,,2235.0
157,309.0,4378.0,802.0,,2236.0
158,310.0,4379.0,811.0,,4278.0
159,311.0,285.0,813.0,,2238.0
160,4408.0,286.0,814.0,,4279.0
161,314.0,4388.0,816.0,,2240.0
162,4410.0,4389.0,817.0,,2241.0
163,316.0,4390.0,819.0,,2242.0
164,317.0,297.0,820.0,,2243.0
165,318.0,298.0,825.0,,2244.0
166,319.0,300.0,826.0,,4284.0
167,320.0,1324.0,827.0,,4285.0
168,321.0,4397.0,828.0,,2247.0
169,324.0,4398.0,829.0,,4287.0
170,325.0,4399.0,831.0,,4288.0
171,326.0,305.0,833.0,,2250.0
172,4423.0,4402.0,835.0,,4293.0
173,328.0,307.0,836.0,,4294.0
174,329.0,1331.0,838.0,,4295.0
175,331.0,821.0,842.0,,2254.0
176,332.0,1334.0,843.0,,4297.0
177,333.0,4405.0,844.0,,4299.0
178,334.0,312.0,848.0,,4300.0
179,335.0,313.0,849.0,,2258.0
180,336.0,3897.0,852.0,,2259.0
181,337.0,315.0,857.0,,4301.0
182,338.0,1340.0,858.0,,4302.0
183,339.0,3900.0,860.0,,4303.0
184,340.0,4414.0,861.0,,2263.0
185,341.0,323.0,862.0,,4306.0
186,342.0,4421.0,864.0,,4308.0
187,343.0,3910.0,865.0,,4309.0
188,344.0,327.0,868.0,,4312.0
189,345.0,841.0,870.0,,2268.0
190,346.0,330.0,871.0,,2269.0
191,348.0,1353.0,872.0,,2270.0
192,349.0,2378.0,874.0,,2271.0
193,351.0,4430.0,875.0,,2272.0
194,352.0,1363.0,876.0,,2273.0
195,353.0,1369.0,879.0,,2274.0
196,355.0,3932.0,881.0,,2275.0
197,358.0,1375.0,882.0,,4315.0
198,359.0,356.0,884.0,,2277.0
199,360.0,869.0,885.0,,2278.0
200,361.0,3940.0,886.0,,2279.0
201,363.0,873.0,887.0,,2280.0
202,364.0,2412.0,888.0,,2281.0
203,366.0,373.0,889.0,,2282.0
204,367.0,1399.0,890.0,,4322.0
205,368.0,892.0,898.0,,2284.0
206,369.0,893.0,899.0,,4325.0
207,370.0,896.0,900.0,,4326.0
208,371.0,1409.0,901.0,,2287.0
209,372.0,2434.0,902.0,,2288.0
210,375.0,391.0,903.0,,4329.0
211,376.0,1415.0,904.0,,2290.0
212,377.0,395.0,905.0,,2291.0
213,378.0,1419.0,907.0,,4334.0
214,379.0,909.0,908.0,,4336.0
215,380.0,1421.0,910.0,,246.0
216,381.0,2457.0,913.0,,4337.0
217,383.0,410.0,914.0,,4338.0
218,384.0,1435.0,915.0,,4339.0
219,385.0,1946.0,916.0,,4341.0
220,387.0,1437.0,917.0,,4347.0
221,388.0,414.0,920.0,,4348.0
222,390.0,1438.0,921.0,,2301.0
223,392.0,1439.0,922.0,,2302.0
224,393.0,1947.0,924.0,,2303.0
225,394.0,418.0,926.0,,2304.0
226,396.0,1443.0,927.0,,2305.0
227,397.0,1948.0,929.0,,2306.0
228,398.0,1952.0,931.0,,4349.0
229,399.0,1953.0,932.0,,2308.0
230,400.0,1956.0,936.0,,2309.0
231,401.0,1959.0,939.0,,4351.0
232,402.0,1964.0,940.0,,2311.0
233,404.0,1455.0,941.0,,2312.0
234,405.0,1968.0,943.0,,2313.0
235,406.0,433.0,944.0,,4357.0
236,407.0,1457.0,947.0,,2315.0
237,409.0,1459.0,950.0,,2316.0
238,411.0,1970.0,951.0,,2317.0
239,412.0,1461.0,953.0,,4360.0
240,413.0,1462.0,963.0,,2320.0
241,415.0,439.0,975.0,,2323.0
242,416.0,440.0,978.0,,4374.0
243,417.0,1976.0,979.0,,2327.0
244,420.0,2487.0,980.0,,2331.0
245,421.0,1979.0,981.0,,2332.0
246,422.0,1980.0,982.0,,4380.0
247,423.0,1470.0,983.0,,2334.0
248,424.0,1982.0,984.0,,4382.0
249,425.0,1984.0,985.0,,289.0
250,426.0,1985.0,986.0,,2347.0
251,2472.0,1987.0,987.0,,2351.0
252,429.0,4037.0,988.0,,2354.0
253,430.0,1479.0,990.0,,308.0
254,431.0,1992.0,992.0,,2360.0
255,432.0,1994.0,993.0,,2370.0
256,2480.0,1995.0,994.0,,2371.0
257,434.0,1484.0,995.0,,4420.0
258,435.0,461.0,997.0,,2373.0
259,436.0,1486.0,998.0,,4422.0
260,437.0,2000.0,999.0,,2390.0
261,438.0,2003.0,1001.0,,2392.0
262,2484.0,2005.0,1002.0,,2393.0
263,441.0,2006.0,1003.0,,2394.0
264,442.0,2014.0,1004.0,,2401.0
265,443.0,1503.0,1005.0,,2408.0
266,444.0,1504.0,1007.0,,2426.0
267,446.0,2016.0,1008.0,,2440.0
268,447.0,2019.0,1009.0,,4499.0
269,448.0,1508.0,1011.0,,2454.0
270,449.0,2021.0,1012.0,,4510.0
271,451.0,2022.0,1013.0,,2496.0
272,452.0,1512.0,1014.0,,2497.0
273,453.0,1513.0,1019.0,,4546.0
274,454.0,2024.0,1021.0,,2500.0
275,455.0,491.0,1022.0,,2503.0
276,456.0,2026.0,1023.0,,2504.0
277,457.0,2027.0,1024.0,,2509.0
278,458.0,2028.0,1027.0,,2513.0
279,459.0,2030.0,1028.0,,2514.0
280,460.0,2032.0,1029.0,,2515.0
281,462.0,1521.0,1030.0,,2517.0
282,463.0,2033.0,1031.0,,2519.0
283,464.0,1523.0,1034.0,,2521.0
284,465.0,2035.0,1035.0,,2525.0
285,466.0,1525.0,1037.0,,2528.0
286,467.0,2037.0,1038.0,,2530.0
287,468.0,1527.0,1039.0,,2531.0
288,469.0,4596.0,1040.0,,2532.0
289,470.0,505.0,1043.0,,2534.0
290,471.0,1531.0,1046.0,,2535.0
291,472.0,1532.0,1047.0,,2536.0
292,473.0,2047.0,1049.0,,2539.0
293,474.0,,1050.0,,2543.0
294,476.0,,1052.0,,2546.0
295,477.0,,1053.0,,2547.0
296,479.0,,1054.0,,2548.0
297,480.0,,1055.0,,2549.0
298,481.0,,1056.0,,2559.0
299,482.0,,1057.0,,2563.0
300,483.0,,1058.0,,2564.0
301,484.0,,1060.0,,2565.0
302,485.0,,1061.0,,2568.0
303,486.0,,1062.0,,2569.0
304,487.0,,1063.0,,2571.0
305,488.0,,1065.0,,4623.0
306,489.0,,1067.0,,2577.0
307,490.0,,1068.0,,2578.0
308,492.0,,1070.0,,4625.0
309,493.0,,1071.0,,4627.0
310,494.0,,1072.0,,2585.0
311,495.0,,1073.0,,2587.0
312,496.0,,1075.0,,4636.0
313,497.0,,1076.0,,2592.0
314,498.0,,1078.0,,4642.0
315,500.0,,1080.0,,2599.0
316,501.0,,1081.0,,2601.0
317,503.0,,1083.0,,4650.0
318,504.0,,1084.0,,4655.0
319,506.0,,1086.0,,4667.0
320,507.0,,1087.0,,4668.0
321,508.0,,1092.0,,4669.0
322,509.0,,1093.0,,4670.0
323,510.0,,1094.0,,2629.0
324,511.0,,1095.0,,4695.0
325,512.0,,1097.0,,4697.0
326,513.0,,1098.0,,4711.0
327,514.0,,1100.0,,4720.0
328,515.0,,1101.0,,4726.0
329,516.0,,1102.0,,675.0
330,517.0,,1103.0,,676.0
331,518.0,,1104.0,,681.0
332,519.0,,1105.0,,684.0
333,520.0,,1106.0,,685.0
334,521.0,,1107.0,,686.0
335,523.0,,1110.0,,687.0
336,524.0,,1111.0,,688.0
337,525.0,,1112.0,,689.0
338,526.0,,1114.0,,690.0
339,527.0,,1115.0,,692.0
340,528.0,,1116.0,,693.0
341,529.0,,1117.0,,694.0
342,530.0,,1118.0,,695.0
343,531.0,,1119.0,,696.0
344,532.0,,1120.0,,698.0
345,534.0,,1121.0,,700.0
346,536.0,,1122.0,,701.0
347,537.0,,1123.0,,703.0
348,539.0,,1125.0,,705.0
349,540.0,,1126.0,,708.0
350,541.0,,1127.0,,710.0
351,542.0,,1130.0,,712.0
352,543.0,,1131.0,,714.0
353,544.0,,1132.0,,716.0
354,545.0,,1133.0,,717.0
355,546.0,,1134.0,,720.0
356,547.0,,1135.0,,721.0
357,548.0,,1136.0,,728.0
358,549.0,,1137.0,,730.0
359,550.0,,1139.0,,734.0
360,551.0,,1140.0,,737.0
361,552.0,,1142.0,,738.0
362,553.0,,1143.0,,739.0
363,554.0,,1144.0,,740.0
364,555.0,,1146.0,,751.0
365,556.0,,1147.0,,763.0
366,557.0,,1148.0,,769.0
367,558.0,,1150.0,,771.0
368,559.0,,1151.0,,775.0
369,560.0,,1152.0,,779.0
370,561.0,,1153.0,,788.0
371,2603.0,,1154.0,,4230.0
372,563.0,,1155.0,,806.0
373,564.0,,1156.0,,4231.0
374,565.0,,1160.0,,809.0
375,566.0,,1161.0,,4232.0
376,567.0,,1163.0,,818.0
377,568.0,,1164.0,,4233.0
378,569.0,,1167.0,,823.0
379,2614.0,,1168.0,,4234.0
380,571.0,,1169.0,,830.0
381,573.0,,1172.0,,834.0
382,574.0,,1174.0,,839.0
383,575.0,,1175.0,,4238.0
384,576.0,,1177.0,,845.0
385,577.0,,1178.0,,4239.0
386,2622.0,,1179.0,,851.0
387,579.0,,1181.0,,4245.0
388,580.0,,1182.0,,4246.0
389,581.0,,1183.0,,989.0
390,582.0,,1184.0,,991.0
391,583.0,,1185.0,,996.0
392,584.0,,1186.0,,1000.0
393,585.0,,1187.0,,1006.0
394,586.0,,1190.0,,1010.0
395,587.0,,1192.0,,1015.0
396,588.0,,1193.0,,1016.0
397,589.0,,1194.0,,1017.0
398,590.0,,1195.0,,1018.0
399,591.0,,1198.0,,1020.0
400,592.0,,1200.0,,1025.0
401,593.0,,1201.0,,1026.0
402,594.0,,1202.0,,1032.0
403,595.0,,1203.0,,1033.0
404,596.0,,1205.0,,1036.0
405,597.0,,1206.0,,1041.0
406,598.0,,1207.0,,1042.0
407,599.0,,1210.0,,1044.0
408,600.0,,1212.0,,1045.0
409,601.0,,1215.0,,1048.0
410,602.0,,1216.0,,1051.0
411,603.0,,1219.0,,1059.0
412,604.0,,1221.0,,1064.0
413,605.0,,1222.0,,1066.0
414,606.0,,1223.0,,1069.0
415,607.0,,1224.0,,1074.0
416,608.0,,1225.0,,1077.0
417,609.0,,1228.0,,1079.0
418,610.0,,1230.0,,1082.0
419,611.0,,1231.0,,1085.0
420,612.0,,1233.0,,1088.0
421,613.0,,1235.0,,1089.0
422,614.0,,1236.0,,1090.0
423,615.0,,1237.0,,1091.0
424,616.0,,1238.0,,1096.0
425,617.0,,1240.0,,1099.0
426,618.0,,1241.0,,4289.0
427,619.0,,1242.0,,1108.0
428,620.0,,1244.0,,1109.0
429,621.0,,1246.0,,1113.0
430,622.0,,1247.0,,1124.0
431,623.0,,1251.0,,1128.0
432,624.0,,1252.0,,1129.0
433,625.0,,1253.0,,1138.0
434,626.0,,1255.0,,1141.0
435,627.0,,1256.0,,1145.0
436,628.0,,1261.0,,1149.0
437,629.0,,1262.0,,1157.0
438,630.0,,1263.0,,1158.0
439,631.0,,1264.0,,1159.0
440,632.0,,1267.0,,1162.0
441,633.0,,1274.0,,1166.0
442,634.0,,1278.0,,1170.0
443,635.0,,1279.0,,1171.0
444,636.0,,1282.0,,1173.0
445,637.0,,1284.0,,1176.0
446,638.0,,1286.0,,1188.0
447,639.0,,1287.0,,1191.0
448,640.0,,1288.0,,1196.0
449,641.0,,1290.0,,1197.0
450,642.0,,1291.0,,1199.0
451,643.0,,1292.0,,1204.0
452,644.0,,1294.0,,1209.0
453,645.0,,1295.0,,1214.0
454,646.0,,1297.0,,1218.0
455,647.0,,1298.0,,1220.0
456,648.0,,1299.0,,4316.0
457,649.0,,1300.0,,4318.0
458,650.0,,1307.0,,4321.0
459,651.0,,1311.0,,1275.0
460,652.0,,1312.0,,1276.0
461,653.0,,1317.0,,1277.0
462,654.0,,1318.0,,1281.0
463,655.0,,1322.0,,1283.0
464,656.0,,1323.0,,1285.0
465,657.0,,1327.0,,1289.0
466,4608.0,,1328.0,,4327.0
467,659.0,,1332.0,,1293.0
468,660.0,,1333.0,,1296.0
469,661.0,,1337.0,,1302.0
470,662.0,,1338.0,,1303.0
471,663.0,,1341.0,,1304.0
472,664.0,,1342.0,,1305.0
473,665.0,,1343.0,,1306.0
474,666.0,,1344.0,,1308.0
475,668.0,,1349.0,,1309.0
476,669.0,,1350.0,,1310.0
477,670.0,,1351.0,,1313.0
478,2633.0,,1352.0,,1315.0
479,781.0,,1357.0,,1316.0
480,783.0,,1362.0,,1320.0
481,803.0,,1364.0,,1321.0
482,4428.0,,1365.0,,1325.0
483,824.0,,1366.0,,1326.0
484,4429.0,,1368.0,,1329.0
485,837.0,,1371.0,,1336.0
486,4646.0,,1372.0,,1339.0
487,850.0,,1373.0,,1345.0
488,855.0,,1374.0,,1346.0
489,856.0,,1376.0,,1347.0
490,859.0,,1377.0,,1348.0
491,863.0,,1379.0,,1355.0
492,867.0,,1380.0,,1358.0
493,877.0,,1382.0,,1359.0
494,883.0,,1386.0,,1360.0
495,891.0,,1387.0,,1361.0
496,894.0,,1388.0,,1367.0
497,895.0,,1389.0,,1370.0
498,897.0,,1390.0,,1378.0
499,906.0,,1393.0,,1383.0
500,911.0,,1395.0,,1385.0
501,912.0,,1396.0,,1400.0
502,918.0,,1401.0,,1407.0
503,919.0,,1402.0,,3457.0
504,923.0,,1404.0,,3458.0
505,925.0,,1405.0,,3460.0
506,928.0,,1406.0,,3462.0
507,930.0,,1408.0,,3464.0
508,2627.0,,1410.0,,4352.0
509,933.0,,1412.0,,1418.0
510,934.0,,1413.0,,3466.0
511,935.0,,1414.0,,3470.0
512,937.0,,1416.0,,3472.0
513,938.0,,1417.0,,3474.0
514,942.0,,1420.0,,3475.0
515,945.0,,1422.0,,3476.0
516,946.0,,1423.0,,1430.0
517,948.0,,1424.0,,3480.0
518,949.0,,1425.0,,3481.0
519,952.0,,1426.0,,3482.0
520,954.0,,1427.0,,3483.0
521,955.0,,1428.0,,1436.0
522,956.0,,1429.0,,3484.0
523,957.0,,1431.0,,3485.0
524,958.0,,1432.0,,3486.0
525,959.0,,1433.0,,3487.0
526,960.0,,1434.0,,3488.0
527,961.0,,1442.0,,3490.0
528,962.0,,1444.0,,3491.0
529,2632.0,,1445.0,,3494.0
530,964.0,,1446.0,,1448.0
531,965.0,,1447.0,,1451.0
532,966.0,,1449.0,,3499.0
533,967.0,,1450.0,,1453.0
534,968.0,,1452.0,,3500.0
535,969.0,,1454.0,,3501.0
536,970.0,,1456.0,,3503.0
537,971.0,,1460.0,,3504.0
538,972.0,,1463.0,,3507.0
539,973.0,,1465.0,,3511.0
540,974.0,,1467.0,,3512.0
541,976.0,,1471.0,,3513.0
542,977.0,,1472.0,,1466.0
543,2645.0,,1473.0,,3515.0
544,2648.0,,1476.0,,1468.0
545,2651.0,,1477.0,,3516.0
546,2654.0,,1478.0,,3519.0
547,2655.0,,1481.0,,3520.0
548,2656.0,,1482.0,,3523.0
549,2657.0,,1487.0,,3524.0
550,2660.0,,1489.0,,3527.0
551,2662.0,,1490.0,,3529.0
552,2664.0,,1491.0,,3530.0
553,2668.0,,1492.0,,3534.0
554,2669.0,,1493.0,,3535.0
555,2671.0,,1497.0,,3538.0
556,1232.0,,1498.0,,1495.0
557,1234.0,,1500.0,,3543.0
558,1239.0,,1502.0,,3544.0
559,1243.0,,1507.0,,3549.0
560,1245.0,,1509.0,,3550.0
561,1248.0,,1514.0,,3552.0
562,1249.0,,1515.0,,3561.0
563,1250.0,,1516.0,,3562.0
564,1254.0,,1517.0,,3564.0
565,1257.0,,1518.0,,3565.0
566,1258.0,,1519.0,,3567.0
567,1259.0,,1520.0,,3569.0
568,1260.0,,1522.0,,3570.0
569,1265.0,,1535.0,,3571.0
570,1266.0,,1537.0,,3573.0
571,1268.0,,1538.0,,3576.0
572,1269.0,,1548.0,,3577.0
573,1270.0,,1550.0,,3580.0
574,1271.0,,1551.0,,1533.0
575,1272.0,,1554.0,,3581.0
576,1314.0,,1557.0,,3584.0
577,1356.0,,1561.0,,3586.0
578,1384.0,,1562.0,,3588.0
579,1391.0,,1572.0,,3590.0
580,1397.0,,1575.0,,1544.0
581,1398.0,,1577.0,,3594.0
582,1403.0,,1578.0,,3602.0
583,1411.0,,1587.0,,3605.0
584,1440.0,,1589.0,,3608.0
585,1441.0,,1594.0,,3612.0
586,1458.0,,1599.0,,3613.0
587,1464.0,,1601.0,,3614.0
588,1474.0,,1603.0,,3616.0
589,1475.0,,1611.0,,3617.0
590,1480.0,,1616.0,,3618.0
591,1483.0,,1630.0,,3621.0
592,1485.0,,1633.0,,3624.0
593,1488.0,,1637.0,,3625.0
594,1494.0,,1640.0,,3626.0
595,1496.0,,1647.0,,3630.0
596,1499.0,,1650.0,,3631.0
597,1501.0,,1652.0,,3633.0
598,1505.0,,1665.0,,3635.0
599,1506.0,,1676.0,,3637.0
600,1510.0,,1688.0,,3638.0
601,1511.0,,1703.0,,3642.0
602,1524.0,,1708.0,,3643.0
603,1526.0,,1714.0,,3644.0
604,1528.0,,1721.0,,3646.0
605,1529.0,,1731.0,,3647.0
606,1534.0,,1732.0,,3648.0
607,1536.0,,1733.0,,3651.0
608,1539.0,,1739.0,,3652.0
609,1541.0,,1755.0,,3656.0
610,1543.0,,1795.0,,3658.0
611,1546.0,,1837.0,,3659.0
612,1547.0,,1838.0,,3662.0
613,1549.0,,1851.0,,3663.0
614,1553.0,,1852.0,,3664.0
615,1555.0,,1853.0,,3665.0
616,1556.0,,1855.0,,3668.0
617,1559.0,,1860.0,,3669.0
618,1560.0,,1867.0,,3673.0
619,1564.0,,1868.0,,3674.0
620,1565.0,,1869.0,,3676.0
621,1566.0,,1871.0,,3679.0
622,1567.0,,1872.0,,3681.0
623,1568.0,,1873.0,,3682.0
624,1569.0,,1874.0,,3683.0
625,1573.0,,1875.0,,3684.0
626,1574.0,,1876.0,,3685.0
627,1576.0,,1878.0,,3686.0
628,1579.0,,1880.0,,3687.0
629,1580.0,,1883.0,,3689.0
630,1581.0,,1884.0,,3690.0
631,1583.0,,1890.0,,3692.0
632,1584.0,,1892.0,,3694.0
633,1585.0,,1895.0,,3695.0
634,1586.0,,1903.0,,3696.0
635,1590.0,,1904.0,,3703.0
636,1593.0,,1908.0,,3711.0
637,1597.0,,1914.0,,3714.0
638,1600.0,,1923.0,,3718.0
639,1604.0,,1926.0,,3721.0
640,1605.0,,1941.0,,3724.0
641,1607.0,,1944.0,,3727.0
642,1608.0,,1951.0,,3732.0
643,1610.0,,1954.0,,3739.0
644,1613.0,,1960.0,,3740.0
645,1615.0,,1961.0,,3743.0
646,1617.0,,1963.0,,3745.0
647,1620.0,,1969.0,,3765.0
648,1621.0,,1972.0,,3767.0
649,1622.0,,1974.0,,3770.0
650,1625.0,,1975.0,,3795.0
651,1626.0,,1981.0,,3806.0
652,1627.0,,1986.0,,3807.0
653,1628.0,,1989.0,,3812.0
654,1629.0,,1991.0,,3839.0
655,1631.0,,1997.0,,3841.0
656,1632.0,,2001.0,,3847.0
657,1634.0,,2002.0,,3881.0
658,1635.0,,2008.0,,3893.0
659,1639.0,,2010.0,,3920.0
660,1642.0,,2015.0,,1877.0
661,1643.0,,2017.0,,1879.0
662,1644.0,,2018.0,,1881.0
663,1645.0,,2020.0,,1882.0
664,1646.0,,2029.0,,1885.0
665,1648.0,,2038.0,,1886.0
666,1649.0,,2040.0,,1887.0
667,1651.0,,2043.0,,1888.0
668,1653.0,,2044.0,,1889.0
669,1654.0,,2046.0,,1891.0
670,1657.0,,2053.0,,1893.0
671,1658.0,,2060.0,,1894.0
672,1659.0,,2072.0,,1896.0
673,1660.0,,2076.0,,1897.0
674,1661.0,,2080.0,,1899.0
675,1662.0,,2082.0,,1900.0
676,1664.0,,2085.0,,1901.0
677,1666.0,,2095.0,,1902.0
678,1667.0,,2098.0,,1905.0
679,1668.0,,2102.0,,1906.0
680,1669.0,,2126.0,,1907.0
681,1671.0,,2150.0,,1909.0
682,1672.0,,2151.0,,1910.0
683,1673.0,,2153.0,,1911.0
684,1674.0,,2154.0,,1912.0
685,1675.0,,2156.0,,1913.0
686,1677.0,,2157.0,,1915.0
687,1679.0,,2158.0,,1916.0
688,1680.0,,2159.0,,1917.0
689,1681.0,,2160.0,,1918.0
690,1683.0,,2163.0,,1919.0
691,1684.0,,2164.0,,1921.0
692,1685.0,,2165.0,,1922.0
693,1686.0,,2167.0,,1924.0
694,1687.0,,2168.0,,1925.0
695,1689.0,,2169.0,,1927.0
696,1690.0,,2171.0,,1928.0
697,1691.0,,2172.0,,1930.0
698,1692.0,,2173.0,,1931.0
699,1693.0,,2175.0,,1932.0
700,1694.0,,2176.0,,1933.0
