,0,1,2,3,4,5
265,1121.0,2849.0,,1311.0,,453.0
266,1122.0,803.0,,1312.0,,454.0
267,1124.0,2850.0,,1318.0,,455.0
268,1127.0,2851.0,,1319.0,,457.0
269,1128.0,3008.0,,1322.0,,458.0
270,1129.0,2855.0,,1323.0,,460.0
271,1135.0,2857.0,,1327.0,,462.0
272,1136.0,2858.0,,1328.0,,463.0
273,1137.0,2859.0,,1330.0,,464.0
274,1138.0,2860.0,,1332.0,,465.0
275,1141.0,2863.0,,1335.0,,466.0
276,1145.0,2865.0,,1337.0,,467.0
277,1149.0,2866.0,,1339.0,,468.0
278,1151.0,2868.0,,1341.0,,469.0
279,1152.0,826.0,,1342.0,,471.0
280,1153.0,827.0,,1343.0,,472.0
281,1157.0,2875.0,,1344.0,,474.0
282,1158.0,2876.0,,1349.0,,477.0
283,1159.0,2877.0,,1350.0,,479.0
284,1162.0,831.0,,1351.0,,480.0
285,1164.0,2878.0,,1352.0,,481.0
286,1166.0,2879.0,,1353.0,,482.0
287,1170.0,2881.0,,1354.0,,483.0
288,1171.0,2883.0,,1357.0,,484.0
289,1172.0,3014.0,,1361.0,,485.0
290,1173.0,2886.0,,1362.0,,487.0
291,1174.0,2887.0,,1364.0,,488.0
292,1176.0,840.0,,1365.0,,489.0
293,1183.0,2888.0,,1366.0,,492.0
294,1188.0,2889.0,,1368.0,,493.0
295,1189.0,2891.0,,1371.0,,494.0
296,1190.0,2892.0,,1373.0,,495.0
297,1191.0,2893.0,,1374.0,,496.0
298,1196.0,846.0,,1375.0,,498.0
299,1197.0,2894.0,,1376.0,,501.0
300,1199.0,2896.0,,1377.0,,504.0
301,1200.0,2897.0,,1379.0,,506.0
302,1208.0,850.0,,1381.0,,507.0
303,1209.0,2898.0,,1382.0,,508.0
304,1214.0,2899.0,,1383.0,,510.0
305,1217.0,2900.0,,1386.0,,511.0
306,1218.0,2901.0,,1387.0,,512.0
307,1220.0,2902.0,,1388.0,,513.0
308,1224.0,2903.0,,1389.0,,514.0
309,1225.0,2904.0,,1390.0,,515.0
310,1274.0,858.0,,1392.0,,4608.0
311,1275.0,2905.0,,1393.0,,518.0
312,1276.0,860.0,,1394.0,,519.0
313,1277.0,2906.0,,1395.0,,520.0
314,1278.0,2907.0,,1396.0,,521.0
315,1279.0,2909.0,,1398.0,,523.0
316,1280.0,864.0,,1400.0,,524.0
317,1281.0,865.0,,1401.0,,525.0
318,1282.0,2910.0,,1402.0,,526.0
319,1283.0,2911.0,,1404.0,,527.0
320,1285.0,2912.0,,1405.0,,528.0
321,1286.0,2914.0,,1406.0,,529.0
322,1287.0,870.0,,1408.0,,530.0
323,1288.0,871.0,,1410.0,,531.0
324,1289.0,2915.0,,1412.0,,532.0
325,1290.0,2916.0,,1413.0,,533.0
326,1291.0,874.0,,1416.0,,534.0
327,1293.0,2919.0,,1417.0,,536.0
328,1296.0,876.0,,1420.0,,537.0
329,1297.0,2920.0,,1422.0,,539.0
330,1302.0,2921.0,,1423.0,,540.0
331,1303.0,2922.0,,1424.0,,541.0
332,1304.0,2923.0,,1425.0,,543.0
333,1305.0,881.0,,1426.0,,544.0
334,1306.0,882.0,,1427.0,,545.0
335,1308.0,2925.0,,1428.0,,546.0
336,1309.0,2926.0,,1429.0,,547.0
337,1310.0,885.0,,1430.0,,548.0
338,1313.0,886.0,,1431.0,,549.0
339,1315.0,887.0,,1432.0,,550.0
340,1316.0,2928.0,,1433.0,,551.0
341,1320.0,889.0,,1434.0,,552.0
342,1321.0,2929.0,,1442.0,,553.0
343,1325.0,2930.0,,1444.0,,554.0
344,1326.0,2933.0,,1445.0,,555.0
345,1329.0,2934.0,,1446.0,,556.0
346,1333.0,2935.0,,1447.0,,557.0
347,1336.0,2937.0,,1449.0,,558.0
348,1338.0,2938.0,,1450.0,,559.0
349,1345.0,2939.0,,1452.0,,2603.0
350,1346.0,898.0,,1454.0,,561.0
351,1347.0,2940.0,,1456.0,,563.0
352,1348.0,900.0,,1457.0,,564.0
353,1355.0,901.0,,1458.0,,567.0
354,1358.0,902.0,,1460.0,,568.0
355,1359.0,903.0,,1463.0,,569.0
356,1360.0,904.0,,1465.0,,571.0
357,1367.0,905.0,,1466.0,,573.0
358,1378.0,2945.0,,1467.0,,574.0
359,1436.0,907.0,,1468.0,,575.0
360,1448.0,2947.0,,1469.0,,576.0
361,1495.0,2948.0,,1471.0,,577.0
362,1533.0,910.0,,1472.0,,2622.0
363,1876.0,2950.0,,1473.0,,579.0
364,1877.0,2952.0,,1475.0,,580.0
365,1879.0,2954.0,,1476.0,,581.0
366,1880.0,2956.0,,1477.0,,582.0
367,1881.0,915.0,,1478.0,,583.0
368,1882.0,2958.0,,1481.0,,584.0
369,1883.0,2959.0,,1482.0,,585.0
370,1884.0,918.0,,1486.0,,586.0
371,1885.0,2960.0,,1489.0,,587.0
372,1886.0,2961.0,,1490.0,,2627.0
373,1887.0,2962.0,,1492.0,,589.0
374,1888.0,2963.0,,1493.0,,590.0
375,1889.0,2964.0,,1497.0,,2632.0
376,1891.0,924.0,,1498.0,,592.0
377,1892.0,925.0,,1499.0,,593.0
378,1893.0,926.0,,1500.0,,594.0
379,1894.0,927.0,,1502.0,,595.0
380,1896.0,2967.0,,1504.0,,598.0
381,1897.0,2968.0,,1506.0,,599.0
382,1899.0,2969.0,,1507.0,,600.0
383,1900.0,931.0,,1509.0,,601.0
384,1901.0,2971.0,,1514.0,,602.0
385,1902.0,2973.0,,1517.0,,603.0
386,1905.0,2974.0,,1518.0,,604.0
387,1906.0,2975.0,,1519.0,,605.0
388,1909.0,2976.0,,1520.0,,2648.0
389,1910.0,2977.0,,1522.0,,607.0
390,1911.0,2978.0,,1523.0,,608.0
391,1912.0,939.0,,1525.0,,609.0
392,1913.0,2979.0,,1530.0,,610.0
393,1915.0,941.0,,1532.0,,611.0
394,1916.0,2981.0,,1535.0,,612.0
395,1917.0,943.0,,1537.0,,613.0
396,1918.0,2983.0,,1538.0,,2655.0
397,1919.0,945.0,,1540.0,,615.0
398,1921.0,2985.0,,1541.0,,616.0
399,1922.0,947.0,,1548.0,,617.0
400,1924.0,948.0,,1550.0,,618.0
401,1925.0,2988.0,,1554.0,,619.0
402,1926.0,2990.0,,1556.0,,620.0
403,1927.0,951.0,,1557.0,,621.0
404,1928.0,2991.0,,1561.0,,622.0
405,1931.0,2993.0,,1572.0,,623.0
406,1932.0,2994.0,,1575.0,,624.0
407,1933.0,2995.0,,1577.0,,625.0
408,1934.0,2996.0,,1578.0,,626.0
409,1935.0,2999.0,,1580.0,,627.0
410,1936.0,3000.0,,1582.0,,628.0
411,1937.0,3001.0,,1584.0,,629.0
412,1939.0,960.0,,1587.0,,630.0
413,1942.0,961.0,,1591.0,,631.0
414,1943.0,3003.0,,1594.0,,632.0
415,1950.0,963.0,,1599.0,,633.0
416,1973.0,964.0,,1600.0,,635.0
417,1977.0,3004.0,,1601.0,,636.0
418,1978.0,3005.0,,1602.0,,637.0
419,1996.0,3006.0,,1603.0,,638.0
420,2150.0,3007.0,,1605.0,,639.0
421,2151.0,969.0,,1606.0,,641.0
422,2152.0,3009.0,,1613.0,,642.0
423,2153.0,3010.0,,1622.0,,643.0
424,2154.0,3011.0,,1630.0,,644.0
425,2155.0,3012.0,,1633.0,,645.0
426,2156.0,3013.0,,1640.0,,646.0
427,2158.0,975.0,,1642.0,,648.0
428,2159.0,3015.0,,1643.0,,649.0
429,2160.0,3016.0,,1647.0,,651.0
430,2161.0,3017.0,,1650.0,,652.0
431,2162.0,3019.0,,1652.0,,653.0
432,2163.0,3020.0,,1655.0,,654.0
433,2164.0,3021.0,,1660.0,,655.0
434,2165.0,3022.0,,1663.0,,656.0
435,2166.0,3023.0,,1665.0,,657.0
436,2167.0,3024.0,,1669.0,,660.0
437,2168.0,3025.0,,1672.0,,661.0
438,2169.0,3026.0,,1674.0,,662.0
439,2170.0,3027.0,,1677.0,,663.0
440,2171.0,3028.0,,1678.0,,664.0
441,2172.0,3029.0,,1680.0,,666.0
442,2173.0,3030.0,,1688.0,,668.0
443,2174.0,3031.0,,1689.0,,781.0
444,2175.0,3032.0,,1700.0,,783.0
445,2176.0,3033.0,,1703.0,,824.0
446,2177.0,3034.0,,1708.0,,837.0
447,2178.0,3035.0,,1714.0,,841.0
448,2179.0,3036.0,,1715.0,,855.0
449,2180.0,3037.0,,1722.0,,856.0
450,2181.0,3038.0,,1731.0,,867.0
451,2183.0,3041.0,,1739.0,,877.0
452,2184.0,3042.0,,1741.0,,883.0
453,2185.0,3043.0,,1743.0,,891.0
454,2186.0,3044.0,,1748.0,,893.0
455,2187.0,3045.0,,1820.0,,894.0
456,2188.0,3046.0,,1837.0,,897.0
457,2189.0,3047.0,,1867.0,,906.0
458,2191.0,3048.0,,1875.0,,911.0
459,2192.0,3049.0,,1878.0,,912.0
460,2193.0,3050.0,,1890.0,,923.0
461,2194.0,3051.0,,1895.0,,928.0
462,2195.0,3052.0,,1898.0,,930.0
463,2196.0,3053.0,,1903.0,,934.0
464,2197.0,3054.0,,1904.0,,935.0
465,2198.0,3055.0,,1907.0,,937.0
466,2199.0,3056.0,,1908.0,,938.0
467,2200.0,3057.0,,1914.0,,942.0
468,2204.0,3058.0,,1920.0,,946.0
469,2205.0,3059.0,,1923.0,,949.0
470,2206.0,3060.0,,1929.0,,952.0
471,2207.0,3061.0,,1930.0,,954.0
472,2208.0,3062.0,,1938.0,,955.0
473,2209.0,3063.0,,1940.0,,956.0
474,2210.0,3064.0,,1941.0,,957.0
475,2211.0,3065.0,,1944.0,,958.0
476,2212.0,3066.0,,1945.0,,959.0
477,2213.0,3067.0,,1951.0,,2633.0
478,2215.0,3068.0,,1954.0,,962.0
479,2216.0,3069.0,,1955.0,,965.0
480,2219.0,3070.0,,1957.0,,966.0
481,2220.0,3071.0,,1958.0,,967.0
482,2221.0,3072.0,,1960.0,,968.0
483,2223.0,3073.0,,1961.0,,970.0
484,2226.0,3074.0,,1963.0,,971.0
485,2228.0,3075.0,,1965.0,,972.0
486,2229.0,3076.0,,1967.0,,973.0
487,2230.0,3077.0,,1969.0,,974.0
488,2231.0,3078.0,,1972.0,,976.0
489,2232.0,3079.0,,1974.0,,977.0
490,2235.0,3080.0,,1975.0,,2651.0
491,2236.0,3081.0,,1981.0,,2656.0
492,2238.0,3082.0,,1986.0,,2657.0
493,2240.0,3083.0,,1991.0,,2662.0
494,2241.0,3084.0,,1993.0,,2664.0
495,2242.0,3085.0,,1997.0,,2668.0
496,2243.0,3086.0,,1998.0,,2669.0
497,2244.0,3087.0,,2001.0,,1232.0
498,2245.0,3088.0,,2002.0,,1239.0
499,2246.0,3089.0,,2008.0,,1249.0
500,2247.0,3090.0,,2009.0,,1254.0
501,2249.0,3091.0,,2010.0,,1257.0
502,2250.0,3092.0,,2013.0,,1258.0
503,2253.0,3093.0,,2015.0,,1268.0
504,2254.0,3094.0,,2017.0,,1270.0
505,2256.0,3095.0,,2018.0,,1271.0
506,2258.0,3096.0,,2019.0,,1272.0
507,2259.0,3097.0,,2023.0,,1314.0
508,2260.0,3098.0,,2025.0,,1331.0
509,2263.0,3099.0,,2027.0,,1340.0
510,2265.0,3100.0,,2029.0,,1356.0
511,2268.0,3101.0,,2031.0,,1384.0
512,2269.0,3102.0,,2033.0,,1391.0
513,2270.0,3103.0,,2038.0,,1397.0
514,2271.0,3104.0,,2040.0,,1403.0
515,2272.0,3105.0,,2042.0,,1411.0
516,2273.0,3106.0,,2043.0,,1440.0
517,2274.0,3107.0,,2044.0,,1441.0
518,2275.0,3108.0,,2048.0,,1455.0
519,2277.0,3109.0,,2050.0,,1464.0
520,2278.0,3110.0,,2051.0,,1474.0
521,2279.0,3111.0,,2053.0,,1480.0
522,2280.0,3150.0,,2055.0,,1483.0
523,2281.0,3196.0,,2060.0,,1485.0
524,2282.0,3199.0,,2065.0,,1488.0
525,2284.0,3211.0,,2068.0,,1494.0
526,2287.0,1167.0,,2072.0,,1496.0
527,2288.0,3234.0,,2080.0,,1501.0
528,2290.0,3235.0,,2082.0,,1505.0
529,2291.0,1193.0,,2084.0,,1510.0
530,2301.0,3245.0,,2085.0,,1511.0
531,2302.0,3246.0,,2087.0,,1524.0
532,2303.0,3255.0,,2091.0,,1526.0
533,2304.0,3257.0,,2098.0,,1528.0
534,2305.0,3260.0,,2099.0,,1529.0
535,2306.0,1213.0,,2101.0,,1534.0
536,2308.0,3261.0,,2102.0,,1536.0
537,2309.0,1216.0,,2157.0,,1539.0
538,2311.0,3267.0,,2182.0,,1543.0
539,2312.0,3269.0,,2190.0,,1546.0
540,2313.0,3272.0,,2201.0,,1547.0
541,2315.0,3274.0,,2202.0,,1549.0
542,2316.0,3276.0,,2203.0,,1553.0
543,2317.0,3277.0,,2214.0,,1555.0
544,2320.0,3281.0,,2217.0,,1559.0
545,2323.0,1235.0,,2218.0,,1560.0
546,2331.0,3286.0,,2222.0,,1564.0
547,2332.0,1240.0,,2224.0,,1565.0
548,2334.0,3288.0,,2225.0,,1566.0
549,2338.0,1242.0,,2227.0,,1567.0
550,2345.0,1243.0,,2233.0,,1568.0
551,2347.0,3289.0,,2234.0,,1569.0
552,2354.0,1245.0,,2237.0,,1573.0
553,2360.0,1246.0,,2248.0,,1574.0
554,2361.0,1247.0,,2251.0,,1579.0
555,2371.0,3293.0,,2252.0,,1581.0
556,2390.0,3294.0,,2255.0,,1583.0
557,2408.0,3299.0,,2257.0,,1585.0
558,2492.0,1252.0,,2261.0,,1586.0
559,2493.0,1253.0,,2262.0,,1590.0
560,2494.0,3300.0,,2264.0,,1593.0
561,2495.0,3301.0,,2266.0,,1597.0
562,2496.0,1256.0,,2267.0,,1604.0
563,2497.0,1266.0,,2276.0,,1607.0
564,2498.0,3327.0,,2283.0,,1608.0
565,2499.0,3350.0,,2285.0,,1610.0
566,2500.0,3359.0,,2286.0,,1615.0
567,2501.0,3361.0,,2289.0,,1617.0
568,2502.0,3363.0,,2292.0,,1620.0
569,2503.0,3364.0,,2293.0,,1621.0
570,2504.0,1317.0,,2294.0,,1625.0
571,2505.0,3369.0,,2295.0,,1626.0
572,2507.0,3370.0,,2296.0,,1627.0
573,2508.0,3371.0,,2297.0,,1628.0
574,2509.0,3373.0,,2298.0,,1629.0
575,2510.0,3376.0,,2299.0,,1631.0
576,2511.0,3377.0,,2300.0,,1632.0
577,2512.0,3378.0,,2307.0,,1634.0
