,0,1,2,3,4,5,6
177,2033.0,4608.0,4741.0,4740.0,,1024.0,455.0
178,1523.0,513.0,4742.0,697.0,,1025.0,458.0
179,1525.0,515.0,4744.0,724.0,,1026.0,461.0
180,1527.0,516.0,4747.0,727.0,,1027.0,471.0
181,1531.0,517.0,4748.0,728.0,,1028.0,474.0
182,1532.0,518.0,4749.0,731.0,,1029.0,477.0
183,,519.0,4750.0,736.0,,1030.0,481.0
184,,520.0,2703.0,737.0,,1031.0,482.0
185,,521.0,4751.0,741.0,,1032.0,483.0
186,,523.0,4752.0,743.0,,1033.0,487.0
187,,524.0,2706.0,745.0,,1034.0,489.0
188,,527.0,4753.0,746.0,,1035.0,511.0
189,,529.0,2708.0,750.0,,1036.0,512.0
190,,530.0,4754.0,752.0,,1037.0,514.0
191,,531.0,4755.0,753.0,,1038.0,525.0
192,,532.0,667.0,754.0,,1039.0,526.0
193,,534.0,2718.0,755.0,,1040.0,528.0
194,,535.0,2720.0,761.0,,1041.0,533.0
195,,536.0,2721.0,763.0,,1042.0,540.0
196,,537.0,2723.0,764.0,,1043.0,541.0
197,,539.0,2726.0,765.0,,1044.0,545.0
198,,542.0,2727.0,766.0,,1045.0,4646.0
199,,543.0,2728.0,773.0,,1046.0,2603.0
200,,544.0,2733.0,776.0,,1047.0,561.0
201,,546.0,2736.0,780.0,,1048.0,563.0
202,,547.0,2737.0,782.0,,1049.0,564.0
203,,548.0,2738.0,785.0,,1050.0,567.0
204,,549.0,2739.0,787.0,,1051.0,568.0
205,,550.0,2740.0,788.0,,1052.0,2620.0
206,,551.0,2751.0,790.0,,1053.0,2622.0
207,,552.0,2753.0,792.0,,1054.0,579.0
208,,553.0,2754.0,793.0,,1055.0,580.0
209,,554.0,2757.0,795.0,,1056.0,2627.0
210,,555.0,2760.0,796.0,,1057.0,2632.0
211,,556.0,713.0,798.0,,1058.0,2633.0
212,,557.0,2766.0,799.0,,1059.0,586.0
213,,558.0,2768.0,800.0,,1060.0,592.0
214,,559.0,2770.0,801.0,,1061.0,593.0
215,,560.0,725.0,802.0,,1062.0,595.0
216,,565.0,726.0,803.0,,1063.0,2645.0
217,,566.0,2775.0,804.0,,1064.0,2648.0
218,,569.0,2776.0,808.0,,1065.0,2651.0
219,,571.0,2774.0,810.0,,1066.0,2654.0
220,,573.0,2778.0,811.0,,1067.0,2657.0
221,,574.0,2780.0,812.0,,1068.0,610.0
222,,575.0,2787.0,815.0,,1069.0,2664.0
223,,576.0,2790.0,816.0,,1070.0,620.0
224,,577.0,2793.0,819.0,,1071.0,621.0
225,,581.0,748.0,820.0,,1072.0,2668.0
226,,582.0,2797.0,822.0,,1073.0,2669.0
227,,583.0,2800.0,825.0,,1074.0,4723.0
228,,584.0,2804.0,829.0,,1075.0,635.0
229,,585.0,757.0,832.0,,1076.0,636.0
230,,587.0,2805.0,833.0,,1077.0,645.0
231,,588.0,760.0,836.0,,1078.0,656.0
232,,589.0,762.0,838.0,,1079.0,662.0
233,,590.0,767.0,840.0,,1080.0,664.0
234,,591.0,2817.0,842.0,,1081.0,668.0
235,,594.0,770.0,843.0,,1082.0,856.0
236,,596.0,2818.0,844.0,,1083.0,869.0
237,,597.0,2821.0,846.0,,1084.0,893.0
238,,598.0,2825.0,847.0,,1085.0,894.0
239,,599.0,2827.0,848.0,,1086.0,897.0
240,,600.0,2828.0,850.0,,1087.0,912.0
241,,601.0,2829.0,853.0,,1088.0,923.0
242,,602.0,2832.0,857.0,,1089.0,937.0
243,,603.0,2835.0,859.0,,1090.0,949.0
244,,604.0,2837.0,861.0,,1091.0,957.0
245,,605.0,791.0,863.0,,1092.0,962.0
246,,606.0,2839.0,868.0,,1093.0,1254.0
247,,607.0,797.0,871.0,,1094.0,1257.0
248,,608.0,2845.0,872.0,,1096.0,1314.0
249,,609.0,2848.0,874.0,,1097.0,1324.0
250,,2655.0,2849.0,875.0,,1098.0,1331.0
251,,611.0,2850.0,876.0,,1099.0,1340.0
252,,612.0,2853.0,879.0,,1100.0,1356.0
253,,613.0,2855.0,885.0,,1101.0,1384.0
254,,614.0,2858.0,888.0,,1102.0,1397.0
255,,615.0,2859.0,890.0,,1103.0,1403.0
256,,616.0,2860.0,895.0,,1104.0,1411.0
257,,617.0,813.0,899.0,,1105.0,1441.0
258,,618.0,2866.0,900.0,,1106.0,1455.0
259,,619.0,2868.0,904.0,,1107.0,1457.0
260,,2660.0,2870.0,905.0,,1108.0,1458.0
261,,2662.0,2873.0,908.0,,1109.0,1464.0
262,,622.0,826.0,914.0,,1110.0,1474.0
263,,623.0,827.0,915.0,,1111.0,1480.0
264,,624.0,828.0,917.0,,1112.0,1483.0
265,,625.0,2875.0,919.0,,1113.0,1485.0
266,,626.0,2877.0,920.0,,1114.0,1488.0
267,,627.0,2878.0,921.0,,1115.0,1494.0
268,,628.0,2883.0,922.0,,1116.0,1496.0
269,,629.0,2887.0,925.0,,1117.0,1501.0
270,,630.0,2888.0,926.0,,1118.0,1504.0
271,,631.0,2891.0,929.0,,1119.0,1505.0
272,,632.0,2892.0,931.0,,1120.0,1510.0
273,,633.0,2893.0,932.0,,1121.0,1511.0
274,,634.0,2896.0,933.0,,1122.0,1524.0
275,,637.0,2897.0,939.0,,1123.0,1526.0
276,,638.0,2898.0,940.0,,1124.0,1528.0
277,,639.0,2899.0,944.0,,1125.0,1534.0
278,,640.0,2900.0,945.0,,1126.0,1536.0
279,,641.0,852.0,947.0,,1127.0,1539.0
280,,642.0,2902.0,950.0,,1128.0,1541.0
281,,643.0,2903.0,953.0,,1129.0,1542.0
282,,644.0,2904.0,960.0,,1131.0,1543.0
283,,646.0,2905.0,969.0,,1132.0,1546.0
284,,647.0,858.0,978.0,,1133.0,1547.0
285,,648.0,2907.0,1095.0,,1134.0,1549.0
286,,649.0,860.0,1169.0,,1135.0,1553.0
287,,650.0,2909.0,1180.0,,1136.0,1559.0
288,,651.0,2911.0,1204.0,,1137.0,1560.0
289,,652.0,864.0,1208.0,,1138.0,1564.0
290,,653.0,865.0,1211.0,,1139.0,1565.0
291,,654.0,2912.0,1219.0,,1140.0,1566.0
292,,655.0,2913.0,1221.0,,1141.0,1567.0
293,,657.0,2914.0,1223.0,,1142.0,1569.0
294,,658.0,2915.0,1227.0,,1143.0,1573.0
295,,659.0,870.0,1228.0,,1144.0,1579.0
296,,660.0,2916.0,1229.0,,1145.0,1583.0
297,,661.0,2919.0,1230.0,,1147.0,1585.0
298,,663.0,2921.0,1234.0,,1148.0,1586.0
299,,665.0,2923.0,1236.0,,1149.0,1588.0
300,,666.0,2924.0,1237.0,,1150.0,1590.0
301,,669.0,2925.0,1238.0,,1151.0,1593.0
302,,670.0,2926.0,1244.0,,1152.0,1597.0
303,,781.0,881.0,1248.0,,1153.0,1598.0
304,,783.0,882.0,1250.0,,1154.0,1600.0
305,,824.0,2930.0,1255.0,,1155.0,1604.0
306,,837.0,884.0,1259.0,,1156.0,1605.0
307,,855.0,2932.0,1260.0,,1157.0,1606.0
308,,867.0,886.0,1261.0,,1158.0,1608.0
309,,877.0,887.0,1262.0,,1159.0,1610.0
310,,883.0,2933.0,1263.0,,1160.0,1617.0
311,,891.0,889.0,1264.0,,1161.0,1619.0
312,,906.0,2934.0,1265.0,,1162.0,1621.0
313,,911.0,2935.0,1267.0,,1163.0,1625.0
314,,918.0,2936.0,1269.0,,1164.0,1626.0
315,,928.0,2937.0,1270.0,,1165.0,1627.0
316,,930.0,2938.0,1294.0,,1166.0,1628.0
317,,934.0,2939.0,1295.0,,1168.0,1631.0
318,,935.0,2940.0,1301.0,,1170.0,1632.0
319,,938.0,2945.0,1307.0,,1171.0,1634.0
320,,942.0,898.0,1311.0,,1172.0,1639.0
321,,946.0,2947.0,1318.0,,1173.0,1641.0
322,,948.0,2948.0,1319.0,,1174.0,1643.0
323,,952.0,901.0,1327.0,,1176.0,1645.0
324,,954.0,902.0,1328.0,,1177.0,1646.0
325,,955.0,903.0,1330.0,,1179.0,1648.0
326,,956.0,2949.0,1332.0,,1181.0,1649.0
327,,958.0,2950.0,1335.0,,1182.0,1651.0
328,,959.0,2952.0,1337.0,,1183.0,1656.0
329,,961.0,907.0,1339.0,,1184.0,1657.0
330,,965.0,2954.0,1341.0,,1185.0,1658.0
331,,966.0,2956.0,1342.0,,1186.0,1659.0
332,,967.0,910.0,1343.0,,1188.0,1661.0
333,,968.0,2959.0,1349.0,,1189.0,1662.0
334,,970.0,2960.0,1350.0,,1190.0,1664.0
335,,971.0,913.0,1362.0,,1191.0,1666.0
336,,972.0,2962.0,1364.0,,1192.0,1668.0
337,,973.0,2964.0,1365.0,,1195.0,1670.0
338,,974.0,2965.0,1366.0,,1197.0,1671.0
339,,976.0,2966.0,1368.0,,1198.0,1672.0
340,,977.0,2967.0,1371.0,,1199.0,1673.0
341,,2656.0,2968.0,1373.0,,1200.0,1674.0
342,,2671.0,2970.0,1374.0,,1202.0,1675.0
343,,2672.0,2971.0,1375.0,,1205.0,1678.0
344,,1232.0,924.0,1376.0,,1206.0,1679.0
345,,1239.0,2972.0,1377.0,,1207.0,1680.0
346,,1243.0,2973.0,1379.0,,1209.0,1681.0
347,,1245.0,927.0,1381.0,,1214.0,1683.0
348,,1249.0,2974.0,1386.0,,1215.0,1684.0
349,,1256.0,2975.0,1387.0,,1217.0,1685.0
350,,1258.0,2976.0,1388.0,,1218.0,1686.0
351,,1266.0,2977.0,1389.0,,1220.0,1687.0
352,,1268.0,2978.0,1390.0,,1224.0,1690.0
353,,1271.0,2979.0,1392.0,,1225.0,1691.0
354,,1272.0,2981.0,1393.0,,1274.0,1692.0
355,,1391.0,2983.0,1394.0,,1275.0,1693.0
356,,1398.0,2984.0,1396.0,,1277.0,1694.0
357,,1440.0,2985.0,1402.0,,1278.0,1695.0
358,,1475.0,2987.0,1404.0,,1279.0,1698.0
359,,1529.0,2988.0,1405.0,,1281.0,1699.0
360,,1555.0,941.0,1406.0,,1282.0,1700.0
361,,1556.0,2990.0,1410.0,,1283.0,1702.0
362,,1568.0,943.0,1412.0,,1284.0,1705.0
363,,1574.0,2991.0,1413.0,,1286.0,1706.0
364,,1576.0,2994.0,1417.0,,1287.0,1707.0
365,,1580.0,2995.0,1420.0,,1288.0,1709.0
366,,1581.0,2996.0,1422.0,,1289.0,1710.0
367,,1584.0,951.0,1423.0,,1290.0,1711.0
368,,1607.0,2999.0,1425.0,,1291.0,1713.0
369,,1613.0,3001.0,1428.0,,1292.0,1717.0
370,,1615.0,3003.0,1431.0,,1293.0,1724.0
371,,1620.0,3004.0,1432.0,,1296.0,1726.0
372,,1622.0,3006.0,1433.0,,1297.0,1728.0
373,,1629.0,3007.0,1434.0,,1298.0,1729.0
374,,1635.0,3008.0,1442.0,,1299.0,1730.0
375,,1644.0,3009.0,1444.0,,1300.0,1734.0
376,,1653.0,3010.0,1445.0,,1303.0,1735.0
377,,1654.0,963.0,1446.0,,1304.0,1736.0
378,,1667.0,964.0,1447.0,,1306.0,1738.0
379,,1677.0,3011.0,1449.0,,1308.0,1740.0
380,,1689.0,3012.0,1450.0,,1309.0,1742.0
381,,1696.0,3013.0,1452.0,,1310.0,1743.0
382,,1697.0,3014.0,1454.0,,1312.0,1744.0
383,,1701.0,3015.0,1456.0,,1313.0,1746.0
384,,1704.0,3016.0,1460.0,,1316.0,1747.0
385,,1712.0,3019.0,1463.0,,1321.0,1750.0
386,,1716.0,3020.0,1465.0,,1323.0,1751.0
387,,1718.0,3021.0,1467.0,,1326.0,1753.0
388,,1719.0,3022.0,1469.0,,1333.0,1754.0
389,,1723.0,975.0,1471.0,,1336.0,1756.0
390,,1725.0,3023.0,1472.0,,1338.0,1758.0
391,,1727.0,3024.0,1473.0,,1344.0,1759.0
392,,1737.0,3025.0,1476.0,,1345.0,1761.0
393,,1741.0,3026.0,1477.0,,1347.0,1763.0
394,,1745.0,3027.0,1478.0,,1352.0,1764.0
395,,1748.0,3028.0,1481.0,,1355.0,1766.0
396,,1749.0,3029.0,1489.0,,1357.0,1767.0
397,,1752.0,3030.0,1490.0,,1358.0,1768.0
398,,1757.0,3031.0,1492.0,,1361.0,1769.0
399,,1760.0,3032.0,1493.0,,1367.0,1772.0
400,,1762.0,3033.0,1498.0,,1382.0,1777.0
401,,1765.0,3034.0,1499.0,,1395.0,1778.0
402,,1770.0,3035.0,1500.0,,1400.0,1779.0
403,,1771.0,3036.0,1502.0,,1401.0,1780.0
404,,1773.0,3037.0,1506.0,,1407.0,1781.0
405,,1774.0,3038.0,1507.0,,1416.0,1782.0
406,,1776.0,3039.0,1509.0,,1424.0,1783.0
407,,1786.0,3041.0,1514.0,,1427.0,1784.0
408,,1787.0,3042.0,1518.0,,1429.0,1785.0
409,,1789.0,3043.0,1519.0,,1430.0,1788.0
410,,1790.0,3044.0,1520.0,,1436.0,1793.0
411,,1791.0,3045.0,1522.0,,1448.0,1794.0
412,,1792.0,3046.0,1530.0,,1466.0,1798.0
413,,1796.0,3047.0,1535.0,,1468.0,1801.0
414,,1797.0,3048.0,1537.0,,1495.0,1802.0
415,,1799.0,3049.0,1538.0,,1517.0,1803.0
416,,1800.0,3050.0,1540.0,,1577.0,1804.0
417,,1809.0,3051.0,1548.0,,1587.0,1805.0
418,,1810.0,3052.0,1550.0,,1875.0,1806.0
419,,1811.0,3053.0,1554.0,,1876.0,1807.0
420,,1813.0,3054.0,1561.0,,1877.0,1808.0
421,,1814.0,3055.0,1575.0,,1878.0,1812.0
422,,1817.0,3056.0,1578.0,,1879.0,1815.0
423,,1820.0,3057.0,1591.0,,1880.0,1816.0
424,,1825.0,3058.0,1594.0,,1883.0,1818.0
425,,1828.0,3059.0,1601.0,,1884.0,1819.0
426,,1831.0,3060.0,1603.0,,1885.0,1821.0
427,,1832.0,3061.0,1630.0,,1886.0,1822.0
428,,1833.0,3062.0,1633.0,,1887.0,1823.0
429,,1835.0,3063.0,1640.0,,1888.0,1824.0
430,,1842.0,3064.0,1642.0,,1889.0,1826.0
431,,1844.0,3065.0,1647.0,,1890.0,1827.0
432,,1846.0,3066.0,3697.0,,1891.0,1829.0
433,,1849.0,3067.0,1650.0,,1892.0,1830.0
434,,1853.0,3068.0,3699.0,,1893.0,1834.0
435,,1857.0,3069.0,1652.0,,1894.0,1836.0
436,,1859.0,3070.0,1660.0,,1895.0,1839.0
437,,1861.0,3071.0,3712.0,,1897.0,1840.0
438,,1862.0,3072.0,1665.0,,1899.0,1841.0
439,,1863.0,3073.0,1669.0,,1900.0,1843.0
440,,1865.0,3074.0,3719.0,,1901.0,1845.0
441,,1870.0,3075.0,1688.0,,1902.0,1847.0
442,,3995.0,3076.0,3744.0,,1903.0,1848.0
443,,1949.0,3077.0,3746.0,,1906.0,1850.0
444,,4023.0,3079.0,3747.0,,1908.0,1854.0
445,,1998.0,3080.0,1703.0,,1909.0,1856.0
446,,2011.0,3081.0,1708.0,,1910.0,1858.0
447,,2025.0,3082.0,3769.0,,1911.0,1864.0
448,,2031.0,3083.0,1722.0,,1912.0,1866.0
449,,2036.0,3084.0,3777.0,,1913.0,1971.0
450,,4090.0,3085.0,1731.0,,1914.0,1990.0
451,,,3086.0,3783.0,,1915.0,1992.0
452,,,3089.0,3786.0,,1916.0,1995.0
453,,,3090.0,3788.0,,1917.0,2004.0
454,,,3091.0,3796.0,,1918.0,2007.0
455,,,3092.0,3799.0,,1919.0,2012.0
456,,,3093.0,3814.0,,1922.0,2016.0
457,,,3094.0,3825.0,,1923.0,2024.0
458,,,3095.0,3830.0,,1924.0,2026.0
459,,,3096.0,3844.0,,1925.0,2027.0
460,,,3097.0,3850.0,,1926.0,2028.0
461,,,3098.0,3852.0,,1927.0,2034.0
462,,,3099.0,3876.0,,1928.0,2035.0
463,,,3100.0,3878.0,,1931.0,2037.0
464,,,3101.0,3884.0,,1933.0,2041.0
465,,,3102.0,1837.0,,1934.0,2045.0
466,,,3103.0,3885.0,,1935.0,2047.0
467,,,3104.0,3886.0,,1936.0,
