,0,1,2,3,4,5
155,1370.0,1851.0,1031.0,4714.0,853.0,299.0
156,356.0,1852.0,1032.0,4720.0,857.0,301.0
157,869.0,3900.0,1033.0,4726.0,858.0,302.0
158,873.0,318.0,1034.0,675.0,859.0,303.0
159,373.0,319.0,1035.0,676.0,860.0,304.0
160,1399.0,1855.0,1036.0,685.0,861.0,306.0
161,892.0,4410.0,1037.0,688.0,862.0,309.0
162,896.0,1861.0,1038.0,689.0,863.0,310.0
163,1409.0,3910.0,1039.0,690.0,865.0,311.0
164,2434.0,4424.0,1040.0,692.0,868.0,312.0
165,391.0,1353.0,1041.0,694.0,870.0,314.0
166,1415.0,1354.0,1042.0,695.0,871.0,316.0
167,1418.0,1868.0,1043.0,716.0,872.0,317.0
168,395.0,4429.0,1044.0,721.0,874.0,320.0
169,1419.0,4430.0,1045.0,728.0,875.0,321.0
170,909.0,1871.0,1046.0,730.0,876.0,325.0
171,1421.0,1872.0,1047.0,737.0,879.0,326.0
172,2457.0,1873.0,1048.0,751.0,882.0,4423.0
173,1946.0,850.0,1049.0,775.0,884.0,328.0
174,1435.0,1362.0,1050.0,809.0,885.0,329.0
175,1947.0,1874.0,1051.0,818.0,886.0,330.0
176,1437.0,341.0,1052.0,830.0,887.0,331.0
177,414.0,3919.0,1053.0,834.0,888.0,332.0
178,1438.0,3924.0,1054.0,845.0,889.0,333.0
179,1439.0,4435.0,1055.0,851.0,890.0,334.0
180,1948.0,4436.0,1056.0,989.0,895.0,335.0
181,1952.0,4437.0,1057.0,1017.0,898.0,4428.0
182,1443.0,1371.0,1058.0,1026.0,899.0,337.0
183,1953.0,1375.0,1059.0,1064.0,900.0,338.0
184,1956.0,3936.0,1060.0,1074.0,901.0,339.0
185,1959.0,3938.0,1061.0,1089.0,902.0,340.0
186,1451.0,867.0,1062.0,1091.0,903.0,342.0
187,1964.0,3940.0,1063.0,1109.0,904.0,343.0
188,1453.0,3941.0,1065.0,1188.0,905.0,344.0
189,1455.0,362.0,1066.0,1191.0,907.0,345.0
190,1968.0,364.0,1067.0,1218.0,908.0,346.0
191,1970.0,365.0,1068.0,1275.0,910.0,4439.0
192,1459.0,2412.0,1069.0,1276.0,913.0,348.0
193,1461.0,1391.0,1070.0,1277.0,914.0,349.0
194,1462.0,367.0,1071.0,1281.0,915.0,351.0
195,2487.0,883.0,1072.0,1285.0,916.0,352.0
196,440.0,1398.0,1073.0,1302.0,917.0,353.0
197,1976.0,3961.0,1075.0,1305.0,919.0,355.0
198,1979.0,891.0,1076.0,1306.0,920.0,358.0
199,1980.0,382.0,1077.0,1308.0,921.0,359.0
200,1470.0,3967.0,1078.0,1309.0,922.0,360.0
201,1982.0,1414.0,1079.0,1310.0,924.0,361.0
202,1984.0,3978.0,1080.0,1313.0,925.0,363.0
203,1985.0,1420.0,1081.0,1315.0,926.0,366.0
204,1987.0,3980.0,1082.0,1320.0,927.0,368.0
205,1479.0,403.0,1083.0,1325.0,929.0,369.0
206,1992.0,3994.0,1084.0,1329.0,931.0,370.0
207,1994.0,3996.0,1085.0,1336.0,932.0,371.0
208,1995.0,1949.0,1086.0,1346.0,933.0,372.0
209,1484.0,928.0,1087.0,1348.0,936.0,375.0
210,461.0,1442.0,1088.0,1359.0,939.0,376.0
211,1486.0,419.0,1090.0,1360.0,940.0,377.0
212,2000.0,2472.0,1092.0,1367.0,941.0,378.0
213,2003.0,427.0,1094.0,1378.0,943.0,379.0
214,2004.0,2480.0,1096.0,1383.0,944.0,380.0
215,2005.0,1457.0,1097.0,1385.0,945.0,381.0
216,2006.0,946.0,1098.0,1436.0,947.0,383.0
217,2014.0,1458.0,1099.0,3486.0,950.0,384.0
218,1503.0,4016.0,1100.0,1448.0,951.0,385.0
219,1508.0,4022.0,1102.0,3504.0,953.0,387.0
220,2021.0,4023.0,1103.0,1466.0,960.0,388.0
221,2022.0,4024.0,1104.0,3515.0,963.0,390.0
222,1512.0,954.0,1107.0,3538.0,969.0,392.0
223,1513.0,955.0,1108.0,1495.0,975.0,393.0
224,2024.0,1475.0,1112.0,3550.0,978.0,394.0
225,491.0,4037.0,1113.0,3561.0,1093.0,396.0
226,2026.0,1998.0,1114.0,3564.0,1095.0,397.0
227,2027.0,1487.0,1116.0,3565.0,1101.0,398.0
228,2028.0,4049.0,1117.0,1533.0,1105.0,399.0
229,2030.0,1491.0,1118.0,3584.0,1106.0,400.0
230,2032.0,4051.0,1119.0,3586.0,1110.0,401.0
231,1521.0,4055.0,1120.0,3590.0,1111.0,404.0
232,1523.0,1499.0,1121.0,3602.0,1115.0,405.0
233,2035.0,478.0,1122.0,3605.0,1123.0,406.0
234,1525.0,1504.0,1124.0,3612.0,1125.0,407.0
235,2037.0,1506.0,1127.0,3614.0,1126.0,409.0
236,1527.0,1507.0,1128.0,3616.0,1130.0,410.0
237,505.0,2019.0,1129.0,3618.0,1131.0,411.0
238,1531.0,2025.0,1133.0,3621.0,1132.0,412.0
239,1532.0,1514.0,1134.0,3633.0,1140.0,413.0
240,,1515.0,1135.0,3635.0,1144.0,415.0
241,,1516.0,1136.0,3637.0,1146.0,416.0
242,,4075.0,1137.0,3642.0,1147.0,417.0
243,,1518.0,1138.0,3644.0,1154.0,418.0
244,,2031.0,1139.0,3646.0,1155.0,420.0
245,,4078.0,1141.0,3647.0,1161.0,421.0
246,,2033.0,1142.0,3652.0,1167.0,422.0
247,,4081.0,1143.0,3656.0,1169.0,423.0
248,,4084.0,1145.0,3662.0,1175.0,424.0
249,,4085.0,1148.0,3663.0,1177.0,425.0
250,,502.0,1149.0,3665.0,1178.0,426.0
251,,4088.0,1150.0,3668.0,1180.0,428.0
252,,4090.0,1151.0,3681.0,1181.0,429.0
253,,4091.0,1152.0,3686.0,1182.0,430.0
254,,2046.0,1153.0,3689.0,1186.0,431.0
255,,,1156.0,3690.0,1187.0,432.0
256,,,1157.0,3694.0,1193.0,433.0
257,,,1158.0,3695.0,1194.0,434.0
258,,,1159.0,3696.0,1198.0,435.0
259,,,1160.0,3703.0,1201.0,436.0
260,,,1162.0,3714.0,1202.0,437.0
261,,,1163.0,3718.0,1203.0,438.0
262,,,1164.0,3721.0,1204.0,439.0
263,,,1165.0,3732.0,1205.0,2484.0
264,,,1166.0,3736.0,1210.0,441.0
265,,,1168.0,3739.0,1212.0,442.0
266,,,1170.0,3740.0,1213.0,443.0
267,,,1171.0,3743.0,1215.0,444.0
268,,,1172.0,3745.0,1216.0,445.0
269,,,1173.0,3765.0,1219.0,446.0
270,,,1174.0,3770.0,1221.0,447.0
271,,,1176.0,3771.0,1222.0,448.0
272,,,1179.0,3776.0,1223.0,449.0
273,,,1183.0,3795.0,1227.0,451.0
274,,,1184.0,3806.0,1228.0,452.0
275,,,1185.0,3807.0,1229.0,453.0
276,,,1189.0,3812.0,1230.0,454.0
277,,,1190.0,3841.0,1231.0,455.0
278,,,1192.0,3847.0,1233.0,456.0
279,,,1195.0,3881.0,1235.0,457.0
280,,,1196.0,3893.0,1236.0,458.0
281,,,1197.0,1877.0,1237.0,459.0
282,,,1199.0,1881.0,1238.0,460.0
283,,,1200.0,1882.0,1240.0,462.0
284,,,1206.0,1885.0,1241.0,463.0
285,,,1207.0,1886.0,1242.0,464.0
286,,,1208.0,1887.0,1246.0,465.0
287,,,1209.0,1888.0,1247.0,466.0
288,,,1211.0,1891.0,1250.0,467.0
289,,,1214.0,1893.0,1251.0,468.0
290,,,1217.0,1894.0,1255.0,469.0
291,,,1220.0,1896.0,1263.0,470.0
292,,,1224.0,1899.0,1264.0,471.0
293,,,1225.0,1905.0,1292.0,472.0
294,,,1274.0,1906.0,1294.0,473.0
295,,,1278.0,1912.0,1295.0,474.0
296,,,1279.0,1917.0,1300.0,475.0
297,,,1282.0,1921.0,1301.0,476.0
298,,,1283.0,1927.0,1307.0,477.0
299,,,1284.0,1931.0,1311.0,479.0
300,,,1286.0,1932.0,1317.0,480.0
301,,,1287.0,1936.0,1318.0,481.0
302,,,1288.0,1943.0,1319.0,482.0
303,,,1289.0,1950.0,1322.0,483.0
304,,,1290.0,1962.0,1327.0,484.0
305,,,1291.0,1966.0,1328.0,485.0
306,,,1293.0,1977.0,1330.0,486.0
307,,,1296.0,1978.0,1332.0,487.0
308,,,1297.0,1988.0,1335.0,488.0
309,,,1298.0,1996.0,1337.0,489.0
310,,,1299.0,1999.0,1341.0,490.0
311,,,1303.0,,1342.0,492.0
312,,,1304.0,,1343.0,493.0
313,,,1312.0,,1344.0,494.0
314,,,1316.0,,1349.0,495.0
315,,,1321.0,,1350.0,496.0
316,,,1323.0,,1351.0,497.0
317,,,1326.0,,1357.0,498.0
318,,,1333.0,,1364.0,499.0
319,,,1338.0,,1365.0,500.0
320,,,1339.0,,1366.0,501.0
321,,,1345.0,,1368.0,503.0
322,,,1347.0,,1372.0,504.0
323,,,1352.0,,1373.0,506.0
324,,,1355.0,,1374.0,507.0
325,,,1358.0,,1376.0,508.0
326,,,1361.0,,1377.0,509.0
327,,,1395.0,,1379.0,510.0
328,,,1401.0,,1380.0,511.0
329,,,1407.0,,1381.0,512.0
330,,,1416.0,,1382.0,513.0
331,,,1430.0,,1386.0,514.0
332,,,1468.0,,1387.0,515.0
333,,,1875.0,,1388.0,516.0
334,,,1876.0,,1389.0,517.0
335,,,1878.0,,1390.0,518.0
336,,,1879.0,,1392.0,519.0
337,,,1880.0,,1393.0,520.0
338,,,1883.0,,1394.0,521.0
339,,,1884.0,,1396.0,523.0
340,,,1889.0,,1400.0,524.0
341,,,1892.0,,1402.0,525.0
342,,,1895.0,,1404.0,526.0
343,,,1897.0,,1405.0,527.0
344,,,1900.0,,1406.0,528.0
345,,,1901.0,,1408.0,529.0
346,,,1902.0,,1410.0,530.0
347,,,1907.0,,1412.0,531.0
348,,,1909.0,,1413.0,532.0
349,,,1910.0,,1417.0,533.0
350,,,1911.0,,1422.0,534.0
351,,,1913.0,,1423.0,535.0
352,,,1915.0,,1424.0,536.0
353,,,1916.0,,1425.0,537.0
354,,,1918.0,,1426.0,539.0
355,,,1919.0,,1427.0,540.0
356,,,1922.0,,1428.0,541.0
357,,,1924.0,,1429.0,542.0
358,,,1925.0,,1431.0,543.0
359,,,1926.0,,1432.0,544.0
360,,,1928.0,,1433.0,545.0
361,,,1930.0,,1434.0,546.0
362,,,1933.0,,1444.0,547.0
363,,,1934.0,,1445.0,548.0
364,,,1935.0,,1446.0,549.0
365,,,1937.0,,1447.0,550.0
366,,,1938.0,,1449.0,551.0
367,,,1939.0,,1450.0,552.0
368,,,1942.0,,1452.0,553.0
369,,,1945.0,,1454.0,554.0
370,,,1955.0,,1456.0,555.0
371,,,1958.0,,1460.0,556.0
372,,,1967.0,,1463.0,557.0
373,,,1973.0,,1465.0,558.0
374,,,1983.0,,1467.0,559.0
375,,,2013.0,,1469.0,560.0
376,,,2015.0,,1471.0,561.0
377,,,2150.0,,1472.0,2603.0
378,,,2151.0,,1473.0,563.0
379,,,2152.0,,1476.0,564.0
380,,,2153.0,,1477.0,565.0
381,,,2154.0,,1478.0,566.0
382,,,2156.0,,1481.0,567.0
383,,,2157.0,,1482.0,568.0
384,,,2158.0,,1489.0,569.0
385,,,2159.0,,1490.0,571.0
386,,,2160.0,,1492.0,573.0
387,,,2163.0,,1493.0,574.0
388,,,2164.0,,1497.0,575.0
389,,,2165.0,,1498.0,576.0
390,,,2167.0,,1500.0,577.0
391,,,2168.0,,1502.0,2622.0
392,,,2169.0,,1509.0,579.0
393,,,2170.0,,1517.0,580.0
394,,,2171.0,,1519.0,581.0
395,,,2172.0,,1520.0,582.0
396,,,2173.0,,1522.0,583.0
397,,,2175.0,,1530.0,584.0
398,,,2176.0,,1535.0,585.0
399,,,2178.0,,1538.0,586.0
400,,,2179.0,,1550.0,587.0
401,,,2181.0,,1557.0,588.0
402,,,2185.0,,1561.0,589.0
403,,,2186.0,,1577.0,590.0
404,,,2187.0,,1578.0,591.0
405,,,2188.0,,1587.0,592.0
406,,,2191.0,,1591.0,593.0
407,,,2192.0,,1594.0,594.0
408,,,2193.0,,1599.0,595.0
409,,,2194.0,,1601.0,596.0
410,,,2195.0,,1603.0,597.0
411,,,2197.0,,1630.0,598.0
412,,,2198.0,,1640.0,599.0
413,,,2199.0,,1647.0,600.0
414,,,2200.0,,1652.0,601.0
415,,,2201.0,,1703.0,602.0
416,,,2203.0,,1708.0,603.0
417,,,2204.0,,1721.0,604.0
418,,,2208.0,,1860.0,605.0
419,,,2209.0,,1867.0,606.0
420,,,2210.0,,1869.0,607.0
421,,,2211.0,,1890.0,608.0
422,,,2212.0,,1898.0,609.0
423,,,2213.0,,1903.0,610.0
424,,,2214.0,,1904.0,611.0
425,,,2215.0,,1908.0,612.0
426,,,2216.0,,1914.0,613.0
427,,,2218.0,,1920.0,614.0
428,,,2221.0,,1923.0,615.0
429,,,2223.0,,1929.0,616.0
430,,,2224.0,,1940.0,617.0
431,,,2225.0,,1941.0,618.0
432,,,2226.0,,1944.0,619.0
433,,,2227.0,,1951.0,620.0
434,,,2228.0,,1954.0,621.0
435,,,2229.0,,1957.0,622.0
436,,,2230.0,,1960.0,623.0
437,,,2231.0,,1961.0,624.0
438,,,2232.0,,1963.0,625.0
439,,,2233.0,,1965.0,626.0
440,,,2234.0,,1969.0,627.0
441,,,2236.0,,1972.0,628.0
442,,,2241.0,,1974.0,629.0
443,,,2244.0,,1975.0,630.0
444,,,2245.0,,1981.0,631.0
445,,,2246.0,,1986.0,632.0
446,,,2247.0,,1989.0,633.0
447,,,2249.0,,1991.0,634.0
448,,,2250.0,,1993.0,635.0
449,,,2252.0,,1997.0,636.0
450,,,2253.0,,2001.0,637.0
451,,,2255.0,,2002.0,638.0
452,,,2256.0,,2008.0,639.0
453,,,2257.0,,2009.0,640.0
454,,,2258.0,,2010.0,641.0
455,,,2260.0,,2017.0,642.0
456,,,2261.0,,2018.0,643.0
457,,,2263.0,,2020.0,644.0
458,,,2265.0,,2023.0,645.0
459,,,2266.0,,2029.0,646.0
460,,,2267.0,,2038.0,647.0
461,,,2269.0,,2040.0,648.0
462,,,2271.0,,2042.0,649.0
463,,,2272.0,,2043.0,650.0
464,,,2273.0,,2044.0,651.0
465,,,2274.0,,2053.0,652.0
466,,,2275.0,,2060.0,653.0
467,,,2279.0,,2072.0,654.0
468,,,2280.0,,2076.0,655.0
469,,,2283.0,,2082.0,656.0
470,,,2284.0,,2085.0,657.0
471,,,2288.0,,2098.0,4608.0
472,,,2290.0,,2099.0,659.0
473,,,2291.0,,2101.0,660.0
474,,,2296.0,,2182.0,661.0
475,,,2297.0,,2190.0,662.0
476,,,2299.0,,2202.0,663.0
477,,,2301.0,,2217.0,664.0
478,,,2305.0,,2222.0,665.0
479,,,2306.0,,2237.0,666.0
480,,,2308.0,,2248.0,668.0
481,,,2309.0,,2251.0,669.0
482,,,2311.0,,2262.0,670.0
483,,,2313.0,,2264.0,837.0
484,,,2315.0,,2276.0,4646.0
485,,,2317.0,,2285.0,855.0
486,,,2320.0,,2286.0,856.0
487,,,2322.0,,2289.0,864.0
488,,,2323.0,,2292.0,877.0
489,,,2324.0,,2293.0,881.0
490,,,2331.0,,2294.0,893.0
491,,,2334.0,,2295.0,894.0
492,,,2338.0,,2298.0,897.0
493,,,2345.0,,2300.0,906.0
494,,,2347.0,,2307.0,911.0
495,,,2351.0,,2310.0,912.0
496,,,2352.0,,2314.0,918.0
497,,,2354.0,,2318.0,923.0
498,,,2361.0,,2319.0,930.0
499,,,2370.0,,2321.0,2627.0
500,,,2390.0,,2325.0,934.0
501,,,2391.0,,2326.0,935.0
502,,,2393.0,,2328.0,937.0
503,,,2400.0,,2329.0,938.0
504,,,2401.0,,2330.0,942.0
505,,,2402.0,,2333.0,948.0
506,,,2408.0,,2335.0,949.0
507,,,2418.0,,2336.0,952.0
508,,,2426.0,,2337.0,2632.0
509,,,2442.0,,2339.0,956.0
510,,,2454.0,,2340.0,957.0
511,,,2492.0,,2341.0,958.0
512,,,2493.0,,2342.0,959.0
513,,,2494.0,,2343.0,2633.0
514,,,2495.0,,2344.0,961.0
515,,,2496.0,,2346.0,962.0
516,,,2497.0,,2348.0,964.0
517,,,2498.0,,2349.0,965.0
518,,,2499.0,,2350.0,966.0
519,,,2501.0,,2353.0,967.0
520,,,2502.0,,2355.0,968.0
521,,,2503.0,,2356.0,970.0
522,,,2504.0,,2357.0,971.0
523,,,2505.0,,2358.0,972.0
524,,,2506.0,,2359.0,973.0
525,,,2507.0,,2362.0,974.0
526,,,2508.0,,2363.0,976.0
527,,,2509.0,,2364.0,977.0
528,,,2510.0,,2365.0,2651.0
529,,,2511.0,,2366.0,2656.0
530,,,2512.0,,2367.0,2657.0
531,,,2513.0,,2368.0,2662.0
532,,,2514.0,,2369.0,2664.0
533,,,2516.0,,2372.0,2668.0
534,,,2517.0,,2374.0,2669.0
535,,,2521.0,,2375.0,1232.0
536,,,2522.0,,2376.0,1239.0
537,,,2525.0,,2377.0,1243.0
538,,,2529.0,,2379.0,1245.0
539,,,2530.0,,2380.0,1249.0
540,,,2531.0,,2381.0,1252.0
541,,,2532.0,,2382.0,1254.0
542,,,2534.0,,2383.0,1256.0
543,,,2535.0,,2384.0,1257.0
544,,,2536.0,,2385.0,1258.0
545,,,2537.0,,2386.0,1266.0
546,,,2538.0,,2387.0,1268.0
547,,,2539.0,,2388.0,1271.0
548,,,2542.0,,2389.0,1314.0
549,,,2543.0,,2392.0,1356.0
550,,,2546.0,,2395.0,1384.0
551,,,2547.0,,2396.0,1397.0
552,,,2549.0,,2397.0,1403.0
553,,,2551.0,,2398.0,1411.0
554,,,2554.0,,2399.0,1440.0
555,,,2557.0,,2403.0,1441.0
556,,,2559.0,,2404.0,1464.0
557,,,2564.0,,2405.0,1474.0
558,,,2565.0,,2406.0,1480.0
559,,,2566.0,,2407.0,1483.0
560,,,2567.0,,2409.0,1485.0
561,,,2570.0,,2410.0,1488.0
562,,,2571.0,,2411.0,1494.0
563,,,2577.0,,2413.0,1496.0
564,,,2578.0,,2414.0,1501.0
565,,,2580.0,,2415.0,1505.0
566,,,2581.0,,2416.0,1510.0
567,,,2586.0,,2417.0,1511.0
568,,,2587.0,,2419.0,1524.0
569,,,2595.0,,2420.0,1526.0
570,,,2597.0,,2421.0,1528.0
571,,,2601.0,,2422.0,1529.0
572,,,2673.0,,2423.0,1534.0
573,,,2674.0,,2424.0,1539.0
574,,,2675.0,,2425.0,1543.0
575,,,2676.0,,2427.0,1546.0
576,,,2677.0,,2428.0,1547.0
577,,,2678.0,,2429.0,1549.0
578,,,2680.0,,2430.0,1553.0
579,,,2684.0,,2431.0,1555.0
580,,,2685.0,,2432.0,1560.0
581,,,2686.0,,2433.0,1564.0
582,,,2688.0,,2435.0,1565.0
583,,,2689.0,,2436.0,1566.0
584,,,2692.0,,2437.0,1567.0
585,,,2696.0,,2438.0,1568.0
