,0,1,2
496,1214.0,895.0,3663.0
497,1215.0,899.0,1618.0
498,1216.0,900.0,1619.0
499,1217.0,904.0,1621.0
500,1218.0,905.0,1623.0
501,1219.0,906.0,1624.0
502,1220.0,908.0,1625.0
503,1222.0,911.0,1626.0
504,1224.0,915.0,1636.0
505,1225.0,917.0,3684.0
506,1229.0,918.0,1638.0
507,1230.0,919.0,3686.0
508,1231.0,2625.0,1641.0
509,1233.0,922.0,3695.0
510,1235.0,925.0,1648.0
511,1236.0,926.0,1649.0
512,1237.0,928.0,3696.0
513,1238.0,930.0,1651.0
514,1240.0,931.0,3697.0
515,1241.0,932.0,3699.0
516,1246.0,933.0,1655.0
517,1247.0,934.0,1656.0
518,1251.0,935.0,1659.0
519,1252.0,938.0,1663.0
520,1253.0,939.0,1664.0
521,1255.0,940.0,1666.0
522,1256.0,942.0,1670.0
523,1264.0,945.0,1675.0
524,1274.0,946.0,1678.0
525,1278.0,947.0,1680.0
526,1279.0,948.0,1682.0
527,1282.0,952.0,1683.0
528,1283.0,953.0,3732.0
529,1284.0,954.0,1687.0
530,1286.0,955.0,3741.0
531,1287.0,956.0,1695.0
532,1288.0,957.0,3745.0
533,1289.0,958.0,1698.0
534,1290.0,959.0,1699.0
535,1291.0,960.0,1705.0
536,1292.0,961.0,1706.0
537,1293.0,964.0,1711.0
538,1294.0,965.0,1713.0
539,1295.0,966.0,1715.0
540,1296.0,967.0,3765.0
541,1297.0,968.0,3767.0
542,1298.0,969.0,1720.0
543,1299.0,970.0,3769.0
544,1300.0,971.0,3770.0
545,1301.0,972.0,1726.0
546,1303.0,973.0,1736.0
547,1304.0,974.0,1738.0
548,1306.0,976.0,3786.0
549,1307.0,977.0,1740.0
550,1308.0,2651.0,1743.0
551,1310.0,2654.0,1746.0
552,1311.0,2655.0,3795.0
553,1312.0,2656.0,3796.0
554,1313.0,2657.0,3799.0
555,1316.0,2662.0,1758.0
556,1317.0,2664.0,3806.0
557,1318.0,2668.0,3807.0
558,1319.0,2669.0,1763.0
559,1321.0,2671.0,3812.0
560,1322.0,1180.0,3814.0
561,1323.0,1213.0,1767.0
562,1326.0,1221.0,1768.0
563,1327.0,1223.0,3818.0
564,1328.0,1227.0,1775.0
565,1330.0,1228.0,1777.0
566,1332.0,1232.0,3825.0
567,1333.0,1234.0,1781.0
568,1335.0,1239.0,1784.0
569,1337.0,1242.0,1788.0
570,1338.0,1243.0,3839.0
571,1339.0,1244.0,3841.0
572,1341.0,1245.0,1794.0
573,1342.0,1248.0,3843.0
574,1343.0,1249.0,1798.0
575,1344.0,1250.0,1806.0
576,1347.0,1258.0,3860.0
577,1349.0,1259.0,1815.0
578,1350.0,1260.0,1816.0
579,1351.0,1261.0,1824.0
580,1352.0,1262.0,1830.0
581,1355.0,1263.0,3881.0
582,1357.0,1265.0,3886.0
583,1358.0,1266.0,1843.0
584,1361.0,1267.0,3897.0
585,1364.0,1268.0,3900.0
586,1365.0,1269.0,3910.0
587,1366.0,1270.0,1881.0
588,1367.0,1271.0,1882.0
589,1368.0,1272.0,3932.0
590,1371.0,1353.0,1886.0
591,1372.0,1356.0,1888.0
592,1373.0,1362.0,3940.0
593,1374.0,1375.0,1896.0
594,1376.0,1384.0,1905.0
595,1377.0,1390.0,3961.0
596,1379.0,1391.0,1921.0
597,1380.0,1392.0,1930.0
598,1381.0,1394.0,1932.0
599,1382.0,1398.0,1938.0
600,1386.0,1405.0,1939.0
601,1387.0,1411.0,1943.0
602,1388.0,1420.0,1946.0
603,1389.0,1431.0,1947.0
604,1393.0,1440.0,1948.0
605,1395.0,1442.0,1950.0
606,1396.0,1469.0,1952.0
607,1400.0,1471.0,1953.0
608,1401.0,1475.0,1956.0
609,1402.0,1483.0,1959.0
610,1404.0,1485.0,1962.0
611,1406.0,1489.0,1964.0
612,1407.0,1492.0,1966.0
613,1408.0,1496.0,1968.0
614,1410.0,1499.0,1970.0
615,1412.0,1505.0,1971.0
616,1413.0,1506.0,1976.0
617,1414.0,1507.0,1978.0
618,1416.0,1509.0,1979.0
619,1417.0,1514.0,1980.0
620,1422.0,1528.0,1982.0
621,1423.0,1529.0,1984.0
622,1424.0,1537.0,1985.0
623,1425.0,1540.0,1987.0
624,1426.0,1543.0,1988.0
625,1427.0,1546.0,4037.0
626,1428.0,1547.0,1990.0
627,1429.0,1548.0,1992.0
628,1430.0,1549.0,1994.0
629,1432.0,1553.0,1995.0
630,1433.0,1554.0,1996.0
631,1434.0,1555.0,1999.0
632,1436.0,1556.0,2000.0
633,1444.0,1564.0,2003.0
634,1445.0,1565.0,2004.0
635,1446.0,1566.0,2005.0
636,1447.0,1568.0,2006.0
637,1449.0,1573.0,2012.0
638,1450.0,1574.0,2014.0
639,1452.0,1576.0,2016.0
640,1454.0,1580.0,2019.0
641,1456.0,1581.0,2021.0
642,1460.0,1582.0,2022.0
643,1463.0,1583.0,2023.0
644,1465.0,1584.0,2024.0
645,1466.0,1585.0,2026.0
646,1467.0,1586.0,2027.0
647,1468.0,1590.0,2028.0
648,1472.0,1594.0,2030.0
649,1473.0,1597.0,2032.0
650,1476.0,1600.0,2033.0
651,1477.0,1601.0,2035.0
652,1478.0,1604.0,2037.0
653,1481.0,1607.0,2039.0
654,1482.0,1608.0,2041.0
655,1487.0,1610.0,2042.0
656,1490.0,1613.0,2045.0
657,1491.0,1615.0,2047.0
658,1493.0,1617.0,
659,1495.0,1620.0,
660,1497.0,1622.0,
661,1498.0,1627.0,
662,1500.0,1628.0,
663,1502.0,1629.0,
664,1515.0,1631.0,
665,1516.0,1632.0,
666,1517.0,1633.0,
667,1518.0,1634.0,
668,1519.0,1635.0,
669,1520.0,1639.0,
670,1522.0,1642.0,
671,1530.0,1643.0,
672,1535.0,1644.0,
673,1538.0,1645.0,
674,1550.0,1646.0,
675,1551.0,1647.0,
676,1557.0,1650.0,
677,1561.0,1653.0,
678,1562.0,1654.0,
679,1572.0,1657.0,
680,1575.0,1658.0,
681,1577.0,1660.0,
682,1578.0,1661.0,
683,1587.0,1662.0,
684,1589.0,1668.0,
685,1599.0,1669.0,
686,1603.0,1671.0,
687,1611.0,1672.0,
688,1616.0,1673.0,
689,1630.0,1674.0,
690,1637.0,1677.0,
691,1640.0,1679.0,
692,1652.0,1681.0,
693,1665.0,1684.0,
694,1667.0,1685.0,
695,1676.0,1686.0,
696,1703.0,1688.0,
697,1712.0,1689.0,
698,1714.0,1690.0,
699,1721.0,1691.0,
700,1732.0,1692.0,
701,1733.0,1693.0,
702,1739.0,1694.0,
703,1755.0,1696.0,
704,1776.0,1697.0,
705,1795.0,1700.0,
706,1800.0,1701.0,
707,1838.0,1702.0,
708,1851.0,1704.0,
709,1852.0,1707.0,
710,1853.0,1708.0,
711,1855.0,1709.0,
712,1860.0,1710.0,
713,1867.0,1716.0,
714,1868.0,1717.0,
715,1869.0,1718.0,
716,1871.0,1719.0,
717,1872.0,1722.0,
718,1873.0,1723.0,
719,1874.0,1724.0,
720,1875.0,1725.0,
721,1876.0,1727.0,
722,1877.0,1728.0,
723,1878.0,1729.0,
724,1879.0,1730.0,
725,1880.0,1731.0,
726,1883.0,1734.0,
727,1884.0,1735.0,
728,1885.0,1737.0,
729,1887.0,1741.0,
730,1889.0,1742.0,
731,1890.0,1744.0,
732,1891.0,1745.0,
733,1892.0,1747.0,
734,1893.0,1748.0,
735,1894.0,1749.0,
736,1895.0,1750.0,
737,1897.0,1751.0,
738,1898.0,1752.0,
739,1899.0,1753.0,
740,1900.0,1754.0,
741,1901.0,1756.0,
742,1902.0,1757.0,
743,1903.0,1759.0,
744,1904.0,1760.0,
745,1906.0,1761.0,
746,1907.0,1762.0,
747,1908.0,1764.0,
748,1909.0,1765.0,
749,1910.0,1766.0,
750,1911.0,1769.0,
751,1912.0,1770.0,
752,1913.0,1771.0,
753,1914.0,1772.0,
754,1915.0,1773.0,
755,1916.0,1774.0,
756,1917.0,1778.0,
757,1918.0,1779.0,
758,1919.0,1780.0,
759,1920.0,1782.0,
760,1922.0,1783.0,
761,1923.0,1785.0,
762,1924.0,1786.0,
763,1925.0,1787.0,
764,1926.0,1789.0,
765,1927.0,1790.0,
766,1928.0,1791.0,
767,1929.0,1792.0,
768,1931.0,1793.0,
769,1933.0,1796.0,
770,1934.0,1797.0,
771,1935.0,1799.0,
772,1936.0,1801.0,
773,1937.0,1802.0,
774,1940.0,1803.0,
775,1941.0,1804.0,
776,1942.0,1805.0,
777,1944.0,1807.0,
778,1945.0,1808.0,
779,1951.0,1809.0,
780,1954.0,1810.0,
781,1955.0,1811.0,
782,1958.0,1812.0,
783,1960.0,1813.0,
784,1961.0,1814.0,
785,1963.0,1817.0,
786,1967.0,1818.0,
787,1969.0,1819.0,
788,1972.0,1820.0,
789,1973.0,1821.0,
790,1974.0,1822.0,
791,1975.0,1823.0,
792,1977.0,1825.0,
793,1981.0,1826.0,
794,1983.0,1827.0,
795,1986.0,1828.0,
796,1989.0,1829.0,
797,1991.0,1831.0,
798,1997.0,1832.0,
799,2001.0,1833.0,
800,2002.0,1834.0,
801,2008.0,1835.0,
802,2010.0,1836.0,
803,2013.0,1837.0,
804,2015.0,1839.0,
805,2017.0,1840.0,
806,2018.0,1841.0,
807,2020.0,1842.0,
808,2029.0,1844.0,
809,2038.0,1845.0,
810,2040.0,1846.0,
811,2046.0,1847.0,
812,2060.0,1848.0,
813,2072.0,1849.0,
814,2076.0,1850.0,
815,2080.0,1854.0,
816,2082.0,1856.0,
817,2085.0,1857.0,
818,2095.0,1858.0,
819,2098.0,1859.0,
820,2126.0,1861.0,
821,2150.0,1862.0,
822,2151.0,1863.0,
823,2152.0,1864.0,
824,2153.0,1865.0,
825,2154.0,1866.0,
826,2155.0,1870.0,
827,2156.0,3924.0,
828,2157.0,3994.0,
829,2158.0,3995.0,
830,2159.0,3996.0,
831,2160.0,1949.0,
832,2161.0,1957.0,
833,2163.0,1965.0,
834,2164.0,4023.0,
835,2165.0,4024.0,
836,2166.0,1993.0,
837,2167.0,1998.0,
838,2168.0,4049.0,
839,2169.0,4051.0,
840,2170.0,2007.0,
841,2171.0,2009.0,
842,2172.0,2011.0,
843,2173.0,2025.0,
844,2174.0,2031.0,
845,2175.0,2034.0,
846,2176.0,2036.0,
847,2177.0,4085.0,
848,2178.0,4090.0,
849,2179.0,2043.0,
850,2180.0,2044.0,
851,2181.0,,
852,2182.0,,
853,2183.0,,
854,2184.0,,
855,2185.0,,
856,2186.0,,
857,2187.0,,
858,2188.0,,
859,2189.0,,
860,2190.0,,
861,2191.0,,
862,2192.0,,
863,2193.0,,
864,2194.0,,
865,2195.0,,
866,2196.0,,
867,2197.0,,
868,2198.0,,
869,2199.0,,
870,2200.0,,
871,2201.0,,
872,2202.0,,
873,2203.0,,
874,2204.0,,
875,2205.0,,
876,2206.0,,
877,2207.0,,
878,2208.0,,
879,2209.0,,
880,2210.0,,
881,2211.0,,
882,2212.0,,
883,2213.0,,
884,2214.0,,
885,2215.0,,
886,2216.0,,
887,2217.0,,
888,2218.0,,
889,2219.0,,
890,2220.0,,
891,2221.0,,
892,2222.0,,
893,2223.0,,
894,2224.0,,
895,2225.0,,
896,2226.0,,
897,2227.0,,
898,2228.0,,
899,2229.0,,
900,2230.0,,
901,2231.0,,
902,2232.0,,
903,2233.0,,
904,2234.0,,
905,2236.0,,
906,2237.0,,
907,2238.0,,
908,2240.0,,
909,2241.0,,
910,2242.0,,
911,2243.0,,
912,2244.0,,
913,2245.0,,
914,2246.0,,
915,2247.0,,
916,2248.0,,
917,2249.0,,
918,2250.0,,
919,2251.0,,
920,2252.0,,
921,2253.0,,
922,2255.0,,
923,2256.0,,
924,2257.0,,
925,2258.0,,
926,2260.0,,
927,2261.0,,
928,2262.0,,
929,2264.0,,
930,2265.0,,
931,2266.0,,
932,2267.0,,
933,2268.0,,
934,2269.0,,
935,2270.0,,
936,2271.0,,
937,2272.0,,
938,2273.0,,
939,2274.0,,
940,2275.0,,
941,2276.0,,
942,2277.0,,
943,2278.0,,
944,2279.0,,
945,2280.0,,
946,2281.0,,
947,2283.0,,
948,2284.0,,
949,2285.0,,
950,2286.0,,
951,2288.0,,
952,2289.0,,
953,2290.0,,
954,2291.0,,
955,2292.0,,
956,2293.0,,
957,2294.0,,
958,2295.0,,
959,2296.0,,
960,2297.0,,
961,2298.0,,
962,2299.0,,
963,2300.0,,
964,2301.0,,
965,2303.0,,
966,2304.0,,
967,2305.0,,
968,2306.0,,
969,2307.0,,
970,2308.0,,
971,2309.0,,
972,2310.0,,
973,2311.0,,
974,2313.0,,
975,2314.0,,
976,2315.0,,
977,2317.0,,
978,2318.0,,
979,2319.0,,
980,2320.0,,
981,2321.0,,
982,2322.0,,
983,2323.0,,
984,2324.0,,
985,2325.0,,
986,2326.0,,
987,2327.0,,
988,2328.0,,
989,2329.0,,
990,2330.0,,
