,0,1,2,3
0,1.0,0.0,2050.0,2048.0
1,2049.0,3.0,2051.0,2.0
2,2054.0,4.0,1549.0,2052.0
3,2056.0,5.0,2065.0,8.0
4,2057.0,6.0,1556.0,2058.0
5,2061.0,7.0,2068.0,2059.0
6,2062.0,9.0,1559.0,12.0
7,2063.0,10.0,538.0,17.0
8,2064.0,11.0,2074.0,25.0
9,4111.0,13.0,2083.0,26.0
10,2066.0,14.0,2088.0,27.0
11,2067.0,15.0,2089.0,28.0
12,4112.0,16.0,2091.0,2073.0
13,2069.0,18.0,1580.0,30.0
14,2070.0,19.0,1581.0,2078.0
15,2071.0,20.0,1582.0,32.0
16,2075.0,21.0,2093.0,2081.0
17,2077.0,22.0,1584.0,36.0
18,2079.0,23.0,52.0,2084.0
19,2086.0,24.0,2614.0,38.0
20,2090.0,29.0,2104.0,40.0
21,2092.0,31.0,572.0,41.0
22,2094.0,33.0,2108.0,42.0
23,2096.0,34.0,575.0,43.0
24,2097.0,35.0,1600.0,44.0
25,2100.0,37.0,2114.0,48.0
26,2106.0,39.0,2116.0,49.0
27,2107.0,45.0,1607.0,51.0
28,2110.0,46.0,2119.0,53.0
29,2111.0,47.0,2120.0,54.0
30,64.0,50.0,588.0,55.0
31,2112.0,57.0,2124.0,56.0
32,2113.0,59.0,78.0,2103.0
33,2115.0,66.0,1615.0,58.0
34,68.0,67.0,2127.0,2105.0
35,2117.0,70.0,2129.0,60.0
36,2118.0,72.0,2133.0,61.0
37,2121.0,74.0,1622.0,62.0
38,2122.0,76.0,2645.0,63.0
39,75.0,82.0,2137.0,2109.0
40,2123.0,83.0,2650.0,65.0
41,77.0,85.0,1629.0,69.0
42,2125.0,86.0,2141.0,71.0
43,79.0,93.0,2654.0,73.0
44,2128.0,95.0,2144.0,80.0
45,2130.0,96.0,2655.0,81.0
46,2131.0,97.0,2660.0,84.0
47,2132.0,98.0,2662.0,87.0
48,2134.0,99.0,1643.0,88.0
49,2135.0,104.0,2671.0,89.0
50,2136.0,111.0,1649.0,90.0
51,2138.0,112.0,117.0,91.0
52,2139.0,119.0,124.0,92.0
53,2140.0,121.0,131.0,4188.0
54,2142.0,125.0,1672.0,94.0
55,2143.0,128.0,1674.0,100.0
56,2145.0,135.0,1677.0,101.0
57,2146.0,137.0,1689.0,102.0
58,2147.0,152.0,163.0,103.0
59,2148.0,153.0,1700.0,4196.0
60,2149.0,158.0,169.0,105.0
61,126.0,160.0,179.0,106.0
62,4222.0,162.0,183.0,107.0
63,129.0,164.0,1213.0,108.0
64,134.0,165.0,197.0,109.0
65,166.0,170.0,199.0,110.0
66,167.0,174.0,1741.0,4205.0
67,172.0,177.0,1743.0,113.0
68,173.0,182.0,1748.0,114.0
69,181.0,184.0,727.0,115.0
70,187.0,188.0,1239.0,116.0
71,190.0,189.0,1242.0,118.0
72,202.0,212.0,225.0,4214.0
73,203.0,218.0,1249.0,120.0
74,204.0,219.0,1250.0,122.0
75,205.0,222.0,1258.0,123.0
76,206.0,223.0,1268.0,127.0
77,207.0,245.0,1269.0,130.0
78,208.0,252.0,1270.0,132.0
79,214.0,257.0,1272.0,133.0
80,215.0,262.0,1789.0,4228.0
81,220.0,289.0,1790.0,136.0
82,226.0,295.0,1791.0,4233.0
83,228.0,308.0,1796.0,138.0
84,229.0,319.0,781.0,139.0
85,230.0,347.0,783.0,140.0
86,233.0,350.0,273.0,141.0
87,235.0,354.0,279.0,142.0
88,236.0,357.0,794.0,143.0
89,237.0,362.0,1820.0,144.0
90,240.0,386.0,803.0,145.0
91,241.0,389.0,824.0,146.0
92,242.0,419.0,318.0,147.0
93,244.0,450.0,322.0,148.0
94,4340.0,502.0,324.0,149.0
95,247.0,578.0,837.0,150.0
96,250.0,667.0,1861.0,151.0
97,254.0,671.0,840.0,154.0
98,255.0,672.0,329.0,155.0
99,256.0,673.0,841.0,156.0
100,258.0,674.0,1353.0,157.0
101,259.0,675.0,1868.0,159.0
102,264.0,676.0,846.0,161.0
103,267.0,677.0,335.0,4257.0
104,269.0,678.0,336.0,168.0
105,4367.0,679.0,1871.0,4265.0
106,275.0,680.0,850.0,171.0
107,280.0,681.0,341.0,175.0
108,281.0,682.0,855.0,176.0
109,283.0,683.0,859.0,4273.0
110,284.0,685.0,860.0,178.0
111,287.0,686.0,863.0,180.0
112,288.0,687.0,355.0,4276.0
113,291.0,688.0,867.0,4278.0
114,292.0,689.0,1384.0,185.0
115,293.0,690.0,874.0,186.0
116,294.0,691.0,363.0,4284.0
117,296.0,692.0,364.0,191.0
118,299.0,693.0,877.0,192.0
119,301.0,694.0,367.0,193.0
120,304.0,695.0,1391.0,194.0
121,306.0,696.0,883.0,195.0
122,309.0,697.0,1398.0,196.0
123,310.0,698.0,891.0,2239.0
124,311.0,699.0,895.0,198.0
125,4408.0,700.0,903.0,4295.0
126,314.0,701.0,906.0,200.0
127,316.0,702.0,402.0,201.0
128,317.0,703.0,919.0,4297.0
129,320.0,704.0,925.0,4299.0
130,321.0,705.0,1949.0,4301.0
131,325.0,706.0,928.0,2254.0
132,326.0,707.0,930.0,4302.0
133,328.0,708.0,934.0,209.0
134,331.0,709.0,2472.0,210.0
135,332.0,710.0,938.0,211.0
136,333.0,711.0,942.0,213.0
137,334.0,712.0,2480.0,2263.0
138,4428.0,713.0,945.0,216.0
139,337.0,714.0,946.0,217.0
140,338.0,715.0,952.0,4315.0
141,339.0,716.0,954.0,221.0
142,340.0,717.0,955.0,224.0
143,342.0,718.0,956.0,4320.0
144,343.0,719.0,959.0,227.0
145,344.0,720.0,960.0,231.0
146,4439.0,721.0,1475.0,232.0
147,346.0,722.0,964.0,234.0
148,348.0,723.0,967.0,238.0
149,349.0,724.0,968.0,239.0
150,351.0,725.0,969.0,4336.0
151,352.0,726.0,970.0,243.0
152,353.0,728.0,971.0,4339.0
153,358.0,729.0,973.0,246.0
154,359.0,730.0,974.0,248.0
155,360.0,731.0,1998.0,249.0
156,361.0,732.0,976.0,251.0
157,365.0,733.0,977.0,253.0
158,366.0,734.0,2007.0,260.0
159,368.0,735.0,1501.0,261.0
160,370.0,736.0,2025.0,4358.0
161,371.0,737.0,492.0,263.0
162,372.0,738.0,2031.0,2312.0
163,374.0,739.0,2036.0,265.0
164,375.0,741.0,,266.0
165,376.0,742.0,,4363.0
166,377.0,743.0,,268.0
167,379.0,744.0,,4365.0
168,380.0,745.0,,270.0
169,381.0,746.0,,271.0
170,382.0,747.0,,272.0
171,383.0,748.0,,274.0
